Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Plantae,Chlorophyta,Prasinophyceae,Pyramimonas,Pyramimonas sp.,Green Alga,Schmarda,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Prasinophyceae,Pyramimonas,Pyramimonas tetrarhynchus,Green Alga,Schmarda,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Pyrenomonas,Pyrenomonas sp.,Cryptophyte,Santore,Wehr and Sheath 2003,Rhodomonas sp.,G. Karsten,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Pyrophacus,Pyrophacus horologium,Dinoflagellate,Stein,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Quadrigula,Quadrigula closterioides,Green Alga,(Bohlin) Printz,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Quadrigula,Quadrigula sp.,Green Alga,Printz,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Radiococcus,Radiococcus sp.,Green Alga,(De Wildeman) Schmidle,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Raphidiopsis,Raphidiopsis sp.,Cyanobacterium,Fritsch et Rich,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Raphidocelis,Raphidocelis sp.,Green Alga,Hindák,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Raphidocelis,Raphidocelis subcapitata,Green Alga,"(Korshikov) Nygaard, Komárek, J. Kristiansen & O.M. Skulberg",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Reimeria,Reimeria sinuata,Pennate Diatom,(Gregory) Kociolek & Stoermer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Rhizoclonium,Rhizoclonium sp.,Green Alga,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,Rhizosolenia eriensis,Centric Diatom,H.L. Smith,www.algaebase.org,Urosolenia eriensis,(H.L. Smith) F.E. Round and R.M. Crawford,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,Rhizosolenia setigera,Centric Diatom,Brightwell,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,Rhizosolenia sp.,Centric Diatom,Brightwell,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas cf. lacustris,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas cf. salina,Cryptophyte,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas lacustris,Cryptophyte,Pascher and Ruttner,www.algaebase.org,Plagioselmis lacustris,(Pascher and Ruttner) Javornicky,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas lacustris var. nannoplanctica,Cryptophyte,(Skuja) Javornicky,www.algaebase.org,Plagioselmis nannoplanctica,"(H. Skuja) G. Navarino, I.A.N. Lucas and S. Morrall",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas salina,Cryptophyte,(Wislouch) D.R.A. Hill and R. Wetherbee,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas sp.,Cryptophyte,Karsten,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia abbreviata,Pennate Diatom,(C. Agardh) Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia curvata,Pennate Diatom,(Kützing) Grunow,www.algaebase.org,Rhoicosphenia abbreviata,(C. Agardh) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia sp.,Pennate Diatom,Grunow,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodia,Rhopalodia gibba,Pennate Diatom,(Ehrenberg) Otto Müller,www.algaebase.org,Epithemia gibba,(Ehrenberg) Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodia,Rhopalodia gibberula,Pennate Diatom,Mereschowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodia,Rhopalodia sp.,Pennate Diatom,Müller,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Romeria,Romeria simplex,Cyanobacterium,(Hindák) Hindák,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Roya,Roya sp.,Green Alga,West and G.S. West,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Rusalka,Rusalka cf. fusiformis,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Ciliophora,Spirotrichea,Salpingella,Salpingella secata,Ciliate,Brandt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Ciliophora,Spirotrichea,Salpingella,Salpingella sp.,Ciliate,Jörgensen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus abundans,Green Alga,(O. Kirchner) Chodat,www.algaebase.org,Desmodesmus abundans,(Kirchner) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus acuminatus,Green Alga,(Lagerheim) Chodat,www.algaebase.org,Tetradesmus lagerheimii,M.J. Wynne and Guiry,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus acutiformis,Green Alga,Schröder,www.algaebase.org,Acutodesmus acutiformis,(Shröder) Tsarenko and D.M. John,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus arcuatus,Green Alga,Lemmermann,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus armatus,Green Alga,(R. Chodat) R. Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus armatus var. bicaudatus,Green Alga,(Guglielmetti) Chodat,www.algaebase.org,Desmodesmus armatus var. bicaudatus,(Guglielmetti). E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus bicaudatus,Green Alga,Dedusenko,www.algaebase.org,Desmodesmus bicaudatus,(Dedusenko) P.M. Tsarenko,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus bijuga,Green Alga,(Turpin) Lagerheim,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus cf. communis,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus cf. subspicatus,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus communis,Green Alga,E. Hegewald,www.algaebase.org,Desmodesmus communis,(E. Hegewald) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus denticulatus,Green Alga,Lagerheim,www.algaebase.org,Desmodesmus denticulatus,"(Lagerheim) S.S. An, T. Friedl, and E. Hegewald",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus denticulatus var. recurvatus,Green Alga,Schumacher,www.itis.gov,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus dimorphus,Green Alga,(Turpin) Kützing,www.algaebase.org,Tetradesmus dimorphus,(Turpin) M.J. Wynne,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus dispar,Green Alga,Brébisson,www.algaebase.org,Desmodesmus dispar,(Brébisson) E.H. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus ellipticus,Green Alga,Corda,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus falcatus,Green Alga,Chodat,www.algaebase.org,Scenedesmus acuminatus,(Lagerheim) Chodat,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus granulatus,Green Alga,West and G.S. West,www.algaebase.org,Desmodesmus granulatus,(West and G.S West) Tsarenko,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus intermedius,Green Alga,Chodat,www.algaebase.org,Desmodesmus intermedius,(Chodat) E.H. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus intermedius var. balatonicus,Green Alga,Hortobágyi,www.algaebase.org,Desmodesmus intermedius var. balatonicus,(Hortobágyi) P. Tsarenko,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus obtusus,Green Alga,Meyen,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis,Green Alga,P.G. Richter,www.algaebase.org,Desmodesmus opoliensis,(P.G. Richter) E.H. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis var. carinatus,Green Alga,Lemmermann,www.algaebase.org,Desmodesmus opoliensis var. carinatus,(Lemmermann) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis var. mononensis,Green Alga,Chodat,www.algaebase.org,Desmodesmus opoliensis var. mononensis,(R. Chodat) E. Hegewald,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus quadricauda,Green Alga,(Turpin) Brébisson,www.algaebase.org,None,N/A,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus quadricauda var. longispina fo. granulatus,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus semipulcher,Green Alga,Hortobágyi,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus sp.,Green Alga,Meyen,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus subspicatus,Green Alga,Chodat,www.algaebase.org,Desmodesmus subspicatus,(Chodat) E. Hegewald and A. Schmidt,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia robusta,Green Alga,Korshikov,www.algaebase.org,Pseudoschroederia robusta,(Korshikov) E. Hegewald and E. Schnepf,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia setigera,Green Alga,(Schröder) Lemmermann,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia sp.,Green Alga,Lemmermann,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Scrippsiella,Scrippsiella sp.,Dinoflagellate,Balech ex A.R. Loeblich III,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Scrippsiella,Scrippsiella trochoidea,Dinoflagellate,(F. Stein) A.R. Loeblich III,www.algaebase.org,Scrippsiella acuminata,"(Ehrenberg) Kretschmann, Elbrächter, Zinssmeister, S. Soehner, Kirsch, Kusber and Gottschling",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum bibraianum,Green Alga,Reinsch,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum cf. bibraianum,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum minutum,Green Alga,(Nägeli) Collins,www.algaebase.org,Monoraphidium minutum ,(Nägeli) Komárkova-Legnerová,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum sp.,Green Alga,Reinsch,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum westii,Green Alga,G.M. Smith,www.algaebase.org,Ankistrodesmus gracilis,(Reinsch) Korshikov,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora bacillum,Pennate Diatom,(Ehrenberg) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora pupula,Pennate Diatom,(Kützing) Mereschkovsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora sp.,Pennate Diatom,Mereschowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Seminavis,Seminavis sp.,Pennate Diatom,D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema cf. costatum,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema cf. potamos,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema costatum,Centric Diatom,(Greville) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema potamos,Centric Diatom,(Weber) Hasle,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,Centric Diatom,Greville,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Snowella,Snowella sp.,Cyanobacterium,Elenkin,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to brackish
Plantae,Chlorophyta,Chlorophyceae,Spermatozopsis,Spermatozopsis exsultans,Green Alga,Korshikov,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerellocystis,Sphaerellocystis ellipsoidea,Green Alga,Ettl,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis planctonica,Green Alga,(Korshikov) Bourelly,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis schroeteri,Green Alga,Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis sp.,Green Alga,Chodat,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Sphaerozosma,Sphaerozosma sp.,Green Alga,Ralfs,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Spirogyra,Spirogyra maxima,Green Alga,(Hassall) Wittrock,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Spirogyra,Spirogyra sp.,Green Alga,Link,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina meneghiniana,Cyanobacterium,Zanardini ex Gomont,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina princeps,Cyanobacterium,West and G.S. West,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Spirulina,Spirulina sp.,Cyanobacterium,Turpin ex Gomont,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater to marine
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum cingulum,Green Alga,(West and G.S. West) G.M. Smith,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum crenulatum,Green Alga,(Nägeli) Delponte,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum curvatum,Green Alga,West,www.algaebase.org,Staurodesmus cuspidicurvatus,Coesel and Meesters,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum planum,Green Alga,Unknown,N/A,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum sebaldi,Green Alga,Reinsch,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Staurastrum,Staurastrum sp.,Green Alga,Meyen ex Ralfs,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Stauroforma,Stauroforma exiguiformis,Pennate Diatom,"(Lange-Bertalot) R.J. Flower, V.J. Jones & Round",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Stauroforma,Stauroforma sp.,Pennate Diatom,"R. J. Flower, V. J. Jones and Round",Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Stauroneis,Stauroneis sp.,Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira cf. construens,Pennate Diatom,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira cf. venter,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens,Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens var. binodis,Pennate Diatom,(Ehrenberg) P.B. Hamilton,www.algaebase.org,Staurosira binodis,(Ehrenberg) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens var. venter,Pennate Diatom,(Ehrenberg) P.B. Hamilton,www.algaebase.org,Staurosira venter,(Ehrenberg) Cleve and Moeller,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira sp.,Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira venter,Pennate Diatom,(Ehrenberg) Cleve and J. D. Möller,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Staurosirella,Staurosirella pinnata,Pennate Diatom,(Ehrenberg) D.M. Williams and Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Stenopterobia,Stenopterobia sp.,Pennate Diatom,Brébisson ex Van Heurck,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanocyclus,Stephanocyclus meneghiniana,Centric Diatom,(Kützing) Skabichevskii,www.algaebase.org,Cyclotella meneghiniana,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus astraea,Centric Diatom,(Ehrenberg) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus niagarae,Centric Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus sp.,Centric Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanodiscus,Stephanodiscus tenuis,Centric Diatom,Hustedt,www.algaebase.org,Stephanodiscus hantzschii f. tenuis,(Hustedt) Håkansson and Stoermer,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Stephanopyxis,Stephanopyxis turris,Centric Diatom,(Greville) Ralfs,www.algaebase.org,Eupyxidicula turris,(Greville) S. Blanco and C.E. Wetzel,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Plantae,Chlorophyta,Ulvophyceae,Stichococcus,Stichococcus subtilis,Green Alga,(Kützing) Klercker,www.algaebase.org,Klebsormidium subtile,"(Kützing) Mikhailyuk, Glaser, Holzinger, and Karsten",www.algaebase.org,Wehr and Sheath 2003,solitary,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Stigeoclonium,Stigeoclonium sp.,Green Alga,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Stigonema,Stigonema sp.,Cyanobacterium,Agardh ex Bornet et Flahault,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
