Date,Flashboards,Gate1,Gate2,Gate3,Remark,Operating
2/11/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/12/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/13/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/14/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/15/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/16/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/17/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/18/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/19/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/20/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/21/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/22/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/23/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/24/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/25/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/26/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/27/1990,IN,OP,OP,OP,full bore operation,Operating normally
2/28/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/1/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/2/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/3/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/4/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/5/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/6/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/7/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/8/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/9/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/10/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/11/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/12/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/13/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/14/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/15/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/16/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/17/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/18/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/19/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/20/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/21/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/22/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/23/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/24/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/25/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/26/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/27/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/28/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/29/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/30/1990,IN,OP,OP,OP,full bore operation,Operating normally
3/31/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/1/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/2/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/3/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/4/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/5/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/6/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/7/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/8/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/9/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/10/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/11/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/12/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/13/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/14/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/15/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/16/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/17/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/18/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/19/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/20/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/21/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/22/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/23/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/24/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/25/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/26/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/27/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/28/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/29/1990,IN,OP,OP,OP,full bore operation,Operating normally
4/30/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/1/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/2/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/3/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/4/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/5/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/6/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/7/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/8/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/9/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/10/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/11/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/12/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/13/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/14/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/15/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/16/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/17/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/18/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/19/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/20/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/21/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/22/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/23/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/24/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/25/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/26/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/27/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/28/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/29/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/30/1990,IN,OP,OP,OP,full bore operation,Operating normally
5/31/1990,OUT,O,O,O,3 gates held open,Open
6/1/1990,OUT,O,O,O,3 gates held open,Open
6/2/1990,OUT,O,O,O,3 gates held open,Open
6/3/1990,OUT,O,O,O,3 gates held open,Open
6/4/1990,OUT,O,O,O,3 gates held open,Open
6/5/1990,OUT,O,O,O,3 gates held open,Open
6/6/1990,OUT,O,O,O,3 gates held open,Open
6/7/1990,OUT,O,O,O,3 gates held open,Open
6/8/1990,OUT,O,O,O,3 gates held open,Open
6/9/1990,OUT,O,O,O,3 gates held open,Open
6/10/1990,OUT,O,O,O,3 gates held open,Open
6/11/1990,OUT,O,O,O,3 gates held open,Open
6/12/1990,OUT,O,O,O,3 gates held open,Open
6/13/1990,OUT,O,O,O,3 gates held open,Open
6/14/1990,OUT,O,O,O,3 gates held open,Open
6/15/1990,OUT,O,O,O,3 gates held open,Open
6/16/1990,OUT,O,O,O,3 gates held open,Open
6/17/1990,OUT,O,O,O,3 gates held open,Open
6/18/1990,OUT,O,O,O,3 gates held open,Open
6/19/1990,OUT,O,O,O,3 gates held open,Open
6/20/1990,OUT,O,O,O,3 gates held open,Open
6/21/1990,OUT,O,O,O,3 gates held open,Open
6/22/1990,OUT,O,O,O,3 gates held open,Open
6/23/1990,OUT,O,O,O,3 gates held open,Open
6/24/1990,OUT,O,O,O,3 gates held open,Open
6/25/1990,OUT,O,O,O,3 gates held open,Open
6/26/1990,OUT,O,O,O,3 gates held open,Open
6/27/1990,OUT,O,O,O,3 gates held open,Open
6/28/1990,OUT,O,O,O,3 gates held open,Open
6/29/1990,OUT,O,O,O,3 gates held open,Open
6/30/1990,OUT,O,O,O,3 gates held open,Open
7/1/1990,OUT,O,O,O,3 gates held open,Open
7/2/1990,OUT,O,O,O,3 gates held open,Open
7/3/1990,OUT,O,O,O,3 gates held open,Open
7/4/1990,OUT,O,O,O,3 gates held open,Open
7/5/1990,OUT,O,O,O,3 gates held open,Open
7/6/1990,OUT,O,O,O,3 gates held open,Open
7/7/1990,OUT,O,O,O,3 gates held open,Open
7/8/1990,OUT,O,O,O,3 gates held open,Open
7/9/1990,OUT,O,O,O,3 gates held open,Open
7/10/1990,OUT,O,O,O,3 gates held open,Open
7/11/1990,OUT,O,O,O,3 gates held open,Open
7/12/1990,OUT,O,O,O,3 gates held open,Open
7/13/1990,OUT,O,O,O,3 gates held open,Open
7/14/1990,OUT,O,O,O,3 gates held open,Open
7/15/1990,OUT,O,O,O,3 gates held open,Open
7/16/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/17/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/18/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/19/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/20/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/21/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/22/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/23/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/24/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/25/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/26/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/27/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/28/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/29/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/30/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
7/31/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/1/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/2/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/3/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/4/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/5/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/6/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/7/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/8/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/9/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/10/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/11/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/12/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/13/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/14/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/15/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/16/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/17/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/18/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/19/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/20/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/21/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/22/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/23/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/24/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/25/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/26/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/27/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/28/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/29/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/30/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
8/31/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/1/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/2/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/3/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/4/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/5/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/6/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/7/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/8/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/9/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/10/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/11/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/12/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/13/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/14/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/15/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/16/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/17/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/18/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/19/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/20/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/21/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/22/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/23/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/24/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/25/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/26/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/27/1990,OUT,OP,OP,OP,gate test # 1,Operating with flashboards out
9/28/1990,IN,OP,OP,OP,full bore operation,Operating normally
9/29/1990,IN,OP,OP,OP,full bore operation,Operating normally
9/30/1990,IN,OP,OP,OP,full bore operation,Operating normally
10/1/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/2/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/3/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/4/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/5/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/6/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/7/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/8/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/9/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/10/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/11/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/12/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/13/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/14/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/15/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/16/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/17/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/18/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/19/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/20/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/21/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/22/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/23/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/24/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/25/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/26/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/27/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/28/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/29/1990,IN,OP,OP,OP,operating daylight hours only,Operating with special conditions
10/30/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
10/31/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/1/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/2/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/3/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/4/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/5/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/6/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/7/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/8/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/9/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/10/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/11/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/12/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/13/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/14/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/15/1990,IN,C,C,C,middle gate broken,Closed with flashboards in
11/16/1990,IN,OP,C,OP,middle gate broken,Operating with one or more gates closed
11/17/1990,IN,OP,C,OP,middle gate broken,Operating with one or more gates closed
11/18/1990,IN,OP,C,OP,middle gate broken,Operating with one or more gates closed
11/19/1990,IN,OP,C,OP,middle gate broken,Operating with one or more gates closed
11/20/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/21/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/22/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/23/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/24/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/25/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/26/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/27/1990,IN,OP,OP,OP,full bore operation,Operating normally
11/28/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
11/29/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
11/30/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
12/1/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
12/2/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
12/3/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
12/4/1990,OUT,OP,OP,OP,remove stop logs to pass barge,Operating with flashboards out
12/5/1990,IN,OP,OP,OP,full bore operation,Operating normally
12/6/1990,IN,OP,OP,OP,full bore operation,Operating normally
12/7/1990,IN,OP,OP,OP,full bore operation,Operating normally
12/8/1990,IN,OP,OP,OP,full bore operation,Operating normally
12/9/1990,IN,OP,OP,OP,full bore operation,Operating normally
12/10/1990,IN,OP,OP,OP,full bore operation,Operating normally
12/11/1990,IN,O,O,O,rock slough standard,Open with flashboards in
12/12/1990,IN,O,O,O,rock slough standard,Open with flashboards in
