# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-11-18 16:38:05 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455478 SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455478
#            TS   parameter     Description
#         16209       00010     Temperature, water, degrees Celsius, [HYDRO EXO]
#         16210       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, [HYDRO EXO]
#         16212       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), MEDIAN TS087: YSI model 6136
#         16214       00010     Temperature, water, degrees Celsius, BGC PROJECT
#         16215       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, BGC PROJECT
#         16218       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), BGC PROJECT
#        248800       32316     Chlorophyll fluorescence (fChl), water, in situ, concentration estimated from reference material, micrograms per liter as chlorophyll, BGC PROJECT
#        257815       00480     Salinity, water, unfiltered, parts per thousand, BGC PROJECT
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	16214_00010	16214_00010_cd	16215_00095	16215_00095_cd	16218_63680	16218_63680_cd	248800_32316	248800_32316_cd	257815_00480	257815_00480_cd
USGS	11455478	2020-09-22 00:45	PST	21.4	P	307	P	12.8	P	2.8	P	0.1	P
USGS	11455478	2020-09-22 01:00	PST	21.4	P	287	P	13.4	P	3.3	P	0.1	P
USGS	11455478	2020-09-22 01:15	PST	21.3	P	276	P	10.8	P	2.8	P	0.1	P
USGS	11455478	2020-09-22 01:30	PST	21.3	P	259	P	9.9	P	2.8	P	0.1	P
USGS	11455478	2020-09-22 01:45	PST	21.3	P	255	P	8.5	P	2.7	P	0.1	P
USGS	11455478	2020-09-22 02:00	PST	21.3	P	249	P	7.4	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 02:15	PST	21.3	P	236	P	7.0	P	2.8	P	0.1	P
USGS	11455478	2020-09-22 02:30	PST	21.2	P	219	P	6.3	P	2.7	P	0.1	P
USGS	11455478	2020-09-22 02:45	PST	21.2	P	210	P	5.6	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 03:00	PST	21.2	P	210	P	5.6	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 03:15	PST	21.2	P	207	P	5.5	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 03:30	PST	21.2	P	211	P	4.4	P	2.5	P	0.1	P
USGS	11455478	2020-09-22 03:45	PST	21.2	P	214	P	4.3	P	2.9	P	0.1	P
USGS	11455478	2020-09-22 04:00	PST	21.2	P	215	P	4.7	P	2.7	P	0.1	P
USGS	11455478	2020-09-22 04:15	PST	21.2	P	224	P	4.7	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 04:30	PST	21.2	P	235	P	4.2	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 04:45	PST	21.2	P	250	P	4.4	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 05:00	PST	21.2	P	265	P	5.0	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 05:15	PST	21.2	P	283	P	7.1	P	2.6	P	0.1	P
USGS	11455478	2020-09-22 05:30	PST	21.2	P	362	P	9.3	P	2.7	P	0.2	P
USGS	11455478	2020-09-22 05:45	PST	21.3	P	679	P	9.2	P	2.8	P	0.3	P
USGS	11455478	2020-09-22 06:00	PST	21.3	P	875	P	10.2	P	2.7	P	0.4	P
USGS	11455478	2020-09-22 06:15	PST	21.2	P	897	P	15.4	P	2.9	P	0.4	P
USGS	11455478	2020-09-22 06:30	PST	21.2	P	1010	P	14.6	P	2.7	P	0.5	P
USGS	11455478	2020-09-22 06:45	PST	21.2	P	1130	P	14.1	P	2.7	P	0.5	P
USGS	11455478	2020-09-22 07:00	PST	21.2	P	1230	P	13.4	P	2.7	P	0.6	P
USGS	11455478	2020-09-22 07:15	PST	21.3	P	1340	P	18.6	P	2.9	P	0.7	P
USGS	11455478	2020-09-22 07:30	PST	21.2	P	1410	P	19.3	P	3.0	P	0.7	P
USGS	11455478	2020-09-22 07:45	PST	21.2	P	1520	P	17.0	P	2.9	P	0.7	P
USGS	11455478	2020-09-22 08:00	PST	21.3	P	1840	P	18.9	P	3.2	P	0.9	P
USGS	11455478	2020-09-22 08:15	PST	21.3	P	1950	P	20.0	P	3.1	P	1.0	P
USGS	11455478	2020-09-22 08:30	PST	21.3	P	2180	P	18.6	P	3.3	P	1.1	P
USGS	11455478	2020-09-22 08:45	PST	21.2	P	2490	P	16.9	P	3.2	P	1.3	P
USGS	11455478	2020-09-22 09:00	PST	21.2	P	2580	P	17.3	P	3.2	P	1.3	P
USGS	11455478	2020-09-22 09:15	PST	21.3	P	2450	P	16.4	P	2.9	P	1.2	P
USGS	11455478	2020-09-22 09:30	PST	21.1	P	2470	P	12.2	P	2.3	P	1.3	P
USGS	11455478	2020-09-22 09:45	PST	21.1	P	2390	P	10.9	P	2.4	P	1.2	P
USGS	11455478	2020-09-22 10:00	PST	21.2	P	2260	P	12.2	P	2.3	P	1.1	P
USGS	11455478	2020-09-22 10:15	PST	21.2	P	2140	P	13.1	P	2.3	P	1.1	P
USGS	11455478	2020-09-22 10:30	PST	21.2	P	1790	P	10.6	P	2.2	P	0.9	P
USGS	11455478	2020-09-22 10:45	PST	21.3	P	1410	P	10.2	P	2.4	P	0.7	P
USGS	11455478	2020-09-22 11:00	PST	21.4	P	1210	P	9.0	P	2.6	P	0.6	P
USGS	11455478	2020-09-22 11:15	PST	21.5	P	1120	P	8.4	P	2.8	P	0.5	P
USGS	11455478	2020-09-22 11:30	PST	21.6	P	937	P	8.9	P	2.8	P	0.4	P
USGS	11455478	2020-09-22 11:45	PST	21.4	P	972	P	12.2	P	2.5	P	0.5	P
USGS	11455478	2020-09-22 12:00	PST	21.4	P	939	P	12.1	P	2.5	P	0.4	P
USGS	11455478	2020-09-22 12:15	PST	21.4	P	872	P	10.3	P	2.5	P	0.4	P
USGS	11455478	2020-09-22 12:30	PST	21.4	P	787	P	9.8	P	2.5	P	0.4	P
USGS	11455478	2020-09-22 12:45	PST	21.4	P	657	P	10.1	P	2.5	P	0.3	P
USGS	11455478	2020-09-22 13:00	PST	21.4	P	565	P	9.2	P	2.5	P	0.3	P
USGS	11455478	2020-09-22 13:15	PST	21.4	P	470	P	8.1	P	2.5	P	0.2	P
USGS	11455478	2020-09-22 13:30	PST	21.4	P	414	P	8.0	P	2.5	P	0.2	P
USGS	11455478	2020-09-22 13:45	PST	21.4	P	373	P	7.0	P	2.5	P	0.2	P
USGS	11455478	2020-09-22 14:00	PST	21.4	P	354	P	6.9	P	2.5	P	0.2	P
USGS	11455478	2020-09-22 14:15	PST	21.4	P	338	P	6.0	P	2.5	P	0.1	P
USGS	11455478	2020-09-22 14:30	PST	21.4	P	329	P	6.1	P	2.5	P	0.1	P
USGS	11455478	2020-09-22 14:45	PST	21.4	P	361	P	6.1	P	2.5	P	0.2	P
USGS	11455478	2020-09-22 15:00	PST	21.5	P	422	P	6.6	P	2.6	P	0.2	P
USGS	11455478	2020-09-22 15:15	PST	21.5	P	467	P	6.2	P	2.6	P	0.2	P
USGS	11455478	2020-09-22 15:30	PST	21.5	P	572	P	6.7	P	2.6	P	0.3	P
USGS	11455478	2020-09-22 15:45	PST	21.6	P	749	P	8.8	P	2.8	P	0.3	P
USGS	11455478	2020-09-22 16:00	PST	21.5	P	818	P	10.1	P	3.0	P	0.4	P
USGS	11455478	2020-09-22 16:15	PST	21.5	P	897	P	11.7	P	2.7	P	0.4	P
USGS	11455478	2020-09-22 16:30	PST	21.5	P	1100	P	17.3	P	2.8	P	0.5	P
USGS	11455478	2020-09-22 16:45	PST	21.5	P	1440	P	17.7	P	2.6	P	0.7	P
USGS	11455478	2020-09-22 17:00	PST	21.4	P	1640	P	20.4	P	2.6	P	0.8	P
USGS	11455478	2020-09-22 17:15	PST	21.4	P	1810	P	16.5	P	2.6	P	0.9	P
USGS	11455478	2020-09-22 17:30	PST	21.4	P	2130	P	24.9	P	2.7	P	1.1	P
USGS	11455478	2020-09-22 17:45	PST	21.3	P	2510	P	23.6	P	2.6	P	1.3	P
USGS	11455478	2020-09-22 18:00	PST	21.3	P	2800	P	22.4	P	2.6	P	1.4	P
USGS	11455478	2020-09-22 18:15	PST	21.2	P	2990	P	22.8	P	2.5	P	1.5	P
USGS	11455478	2020-09-22 18:30	PST	21.2	P	3620	P	19.3	P	2.5	P	1.9	P
USGS	11455478	2020-09-22 18:45	PST	21.3	P	3970	P	17.4	P	2.5	P	2.1	P
USGS	11455478	2020-09-22 19:00	PST	21.3	P	4110	P	16.5	P	2.6	P	2.2	P
USGS	11455478	2020-09-22 19:15	PST	21.3	P	4140	P	17.2	P	2.6	P	2.2	P
USGS	11455478	2020-09-22 19:30	PST	21.3	P	4360	P	15.5	P	2.6	P	2.3	P
USGS	11455478	2020-09-22 19:45	PST	21.3	P	4470	P	16.3	P	2.6	P	2.4	P
USGS	11455478	2020-09-22 20:00	PST	21.3	P	4530	P	16.7	P	2.6	P	2.4	P
USGS	11455478	2020-09-22 20:15	PST	21.3	P	4610	P	12.8	P	2.6	P	2.4	P
USGS	11455478	2020-09-22 20:30	PST	21.3	P	4770	P	10.8	P	2.6	P	2.5	P
USGS	11455478	2020-09-22 20:45	PST	21.3	P	4690	P	14.0	P	2.5	P	2.5	P
USGS	11455478	2020-09-22 21:00	PST	21.3	P	4570	P	11.5	P	2.4	P	2.4	P
USGS	11455478	2020-09-22 21:15	PST	21.3	P	4470	P	10.7	P	2.3	P	2.4	P
USGS	11455478	2020-09-22 21:30	PST	21.3	P	4280	P	11.2	P	2.3	P	2.3	P
USGS	11455478	2020-09-22 21:45	PST	21.3	P	4200	P	11.1	P	2.3	P	2.2	P
USGS	11455478	2020-09-22 22:00	PST	21.3	P	4020	P	12.8	P	2.4	P	2.1	P
USGS	11455478	2020-09-22 22:15	PST	21.3	P	3860	P	13.2	P	2.2	P	2.0	P
USGS	11455478	2020-09-22 22:30	PST	21.2	P	3350	P	12.5	P	2.2	P	1.7	P
USGS	11455478	2020-09-22 22:45	PST	21.2	P	2990	P	14.7	P	2.1	P	1.5	P
USGS	11455478	2020-09-22 23:00	PST	21.2	P	2580	P	19.5	P	2.2	P	1.3	P
USGS	11455478	2020-09-22 23:15	PST	21.2	P	2260	P	22.1	P	2.4	P	1.1	P
USGS	11455478	2020-09-22 23:30	PST	21.2	P	1880	P	24.7	P	2.5	P	0.9	P
USGS	11455478	2020-09-22 23:45	PST	21.2	P	1550	P	30.2	P	2.8	P	0.8	P
USGS	11455478	2020-09-23 00:00	PST	21.3	P	1310	P	32.3	P	2.9	P	0.6	P
USGS	11455478	2020-09-23 00:15	PST	21.3	P	1080	P	30.5	P	3.0	P	0.5	P
USGS	11455478	2020-09-23 00:30	PST	21.3	P	841	P	24.9	P	2.9	P	0.4	P
USGS	11455478	2020-09-23 00:45	PST	21.3	P	702	P	21.6	P	3.0	P	0.3	P
USGS	11455478	2020-09-23 01:00	PST	21.3	P	608	P	17.4	P	2.9	P	0.3	P
USGS	11455478	2020-09-23 01:15	PST	21.3	P	507	P	14.3	P	2.7	P	0.2	P
USGS	11455478	2020-09-23 01:30	PST	21.3	P	441	P	15.2	P	2.9	P	0.2	P
USGS	11455478	2020-09-23 01:45	PST	21.2	P	380	P	13.3	P	2.7	P	0.2	P
USGS	11455478	2020-09-23 02:00	PST	21.2	P	358	P	10.2	P	2.7	P	0.2	P
USGS	11455478	2020-09-23 02:15	PST	21.2	P	345	P	10.4	P	2.8	P	0.2	P
USGS	11455478	2020-09-23 02:30	PST	21.2	P	314	P	10.4	P	2.8	P	0.1	P
USGS	11455478	2020-09-23 02:45	PST	21.2	P	280	P	9.0	P	2.6	P	0.1	P
USGS	11455478	2020-09-23 03:00	PST	21.1	P	245	P	7.2	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 03:15	PST	21.1	P	223	P	7.7	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 03:30	PST	21.1	P	210	P	7.1	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 03:45	PST	21.1	P	206	P	6.5	P	2.3	P	0.1	P
USGS	11455478	2020-09-23 04:00	PST	21.1	P	202	P	6.3	P	2.3	P	0.1	P
USGS	11455478	2020-09-23 04:15	PST	21.1	P	202	P	6.7	P	2.3	P	0.1	P
USGS	11455478	2020-09-23 04:30	PST	21.0	P	201	P	6.3	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 04:45	PST	21.0	P	201	P	4.4	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 05:00	PST	21.1	P	203	P	4.2	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 05:15	PST	21.0	P	204	P	4.0	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 05:30	PST	21.0	P	210	P	4.0	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 05:45	PST	21.0	P	219	P	4.1	P	2.7	P	0.1	P
USGS	11455478	2020-09-23 06:00	PST	21.0	P	232	P	5.0	P	2.4	P	0.1	P
USGS	11455478	2020-09-23 06:15	PST	21.0	P	267	P	5.9	P	2.5	P	0.1	P
USGS	11455478	2020-09-23 06:30	PST	21.0	P	292	P	7.5	P	2.5	P	0.1	P
USGS	11455478	2020-09-23 06:45	PST	21.0	P	363	P	8.7	P	2.6	P	0.2	P
USGS	11455478	2020-09-23 07:00	PST	21.0	P	423	P	9.3	P	2.7	P	0.2	P
USGS	11455478	2020-09-23 07:15	PST	21.0	P	580	P	7.4	P	2.5	P	0.3	P
USGS	11455478	2020-09-23 07:30	PST	21.0	P	769	P	10.9	P	2.6	P	0.4	P
USGS	11455478	2020-09-23 07:45	PST	21.0	P	904	P	13.4	P	2.7	P	0.4	P
USGS	11455478	2020-09-23 08:00	PST	21.1	P	933	P	11.5	P	2.7	P	0.4	P
USGS	11455478	2020-09-23 08:15	PST	21.1	P	927	P	10.2	P	2.6	P	0.4	P
USGS	11455478	2020-09-23 08:30	PST	21.1	P	962	P	12.2	P	2.7	P	0.5	P
USGS	11455478	2020-09-23 08:45	PST	20.6	P	1070	P	13.7	P	2.8	P	0.5	P
USGS	11455478	2020-09-23 09:00	PST	20.6	P	1070	P	13.7	P	2.8	P	0.5	P
USGS	11455478	2020-09-23 09:15	PST	20.6	P	1070	P	13.7	P	2.8	P	0.5	P
USGS	11455478	2020-09-23 09:30	PST	20.6	P	1070	P	13.7	P	2.8	P	0.5	P
USGS	11455478	2020-09-23 09:45	PST	20.6	P	1070	P	13.7	P	2.8	P	0.5	P
USGS	11455478	2020-09-23 10:00	PST	20.6	P	1070	P	13.7	P	2.8	P	0.5	P
USGS	11455478	2020-09-23 10:15	PST	21.1	P	2170	P	13.9	P	2.8	P	1.1	P
USGS	11455478	2020-09-23 10:30	PST	21.1	P	2340	P	14.7	P	2.9	P	1.2	P
USGS	11455478	2020-09-23 10:45	PST	21.0	P	2370	P	11.4	P	2.4	P	1.2	P
USGS	11455478	2020-09-23 11:00	PST	21.1	P	2300	P	13.0	P	2.5	P	1.2	P
USGS	11455478	2020-09-23 11:15	PST	21.0	P	2310	P	8.8	P	2.1	P	1.2	P
USGS	11455478	2020-09-23 11:30	PST	21.1	P	2060	P	10.2	P	2.2	P	1.0	P
USGS	11455478	2020-09-23 11:45	PST	21.0	P	1800	P	10.1	P	2.0	P	0.9	P
USGS	11455478	2020-09-23 12:00	PST	21.0	P	1550	P	9.0	P	2.1	P	0.8	P
USGS	11455478	2020-09-23 12:15	PST	21.0	P	1310	P	8.2	P	2.1	P	0.6	P
USGS	11455478	2020-09-23 12:30	PST	21.2	P	1130	P	8.5	P	2.5	P	0.5	P
USGS	11455478	2020-09-23 12:45	PST	21.3	P	1030	P	8.5	P	2.4	P	0.5	P
USGS	11455478	2020-09-23 13:00	PST	21.4	P	934	P	8.2	P	2.4	P	0.4	P
USGS	11455478	2020-09-23 13:15	PST	21.3	P	909	P	9.8	P	2.3	P	0.4	P
USGS	11455478	2020-09-23 13:30	PST	21.3	P	861	P	8.7	P	2.5	P	0.4	P
USGS	11455478	2020-09-23 13:45	PST	21.3	P	804	P	8.0	P	2.4	P	0.4	P
USGS	11455478	2020-09-23 14:00	PST	21.3	P	758	P	7.8	P	2.4	P	0.4	P
USGS	11455478	2020-09-23 14:15	PST	21.3	P	719	P	7.6	P	2.4	P	0.3	P
USGS	11455478	2020-09-23 14:30	PST	21.3	P	655	P	7.1	P	2.4	P	0.3	P
USGS	11455478	2020-09-23 14:45	PST	21.3	P	610	P	6.7	P	2.4	P	0.3	P
USGS	11455478	2020-09-23 15:00	PST	21.3	P	587	P	6.2	P	2.4	P	0.3	P
USGS	11455478	2020-09-23 15:15	PST	21.3	P	562	P	5.9	P	2.4	P	0.3	P
USGS	11455478	2020-09-23 15:30	PST	21.3	P	541	P	5.9	P	2.6	P	0.2	P
USGS	11455478	2020-09-23 15:45	PST	21.3	P	563	P	5.6	P	2.5	P	0.3	P
USGS	11455478	2020-09-23 16:00	PST	21.3	P	583	P	5.5	P	2.4	P	0.3	P
USGS	11455478	2020-09-23 16:15	PST	21.3	P	625	P	5.3	P	2.5	P	0.3	P
USGS	11455478	2020-09-23 16:30	PST	21.3	P	685	P	5.6	P	2.5	P	0.3	P
USGS	11455478	2020-09-23 16:45	PST	21.3	P	755	P	6.2	P	2.4	P	0.4	P
USGS	11455478	2020-09-23 17:00	PST	21.4	P	895	P	8.8	P	2.5	P	0.4	P
USGS	11455478	2020-09-23 17:15	PST	21.4	P	1010	P	10.3	P	2.5	P	0.5	P
USGS	11455478	2020-09-23 17:30	PST	21.4	P	1200	P	10.6	P	2.6	P	0.6	P
USGS	11455478	2020-09-23 17:45	PST	21.2	P	1600	P	16.0	P	2.5	P	0.8	P
USGS	11455478	2020-09-23 18:00	PST	21.2	P	1730	P	14.5	P	2.3	P	0.9	P
USGS	11455478	2020-09-23 18:15	PST	21.1	P	2070	P	14.3	P	2.4	P	1.0	P
USGS	11455478	2020-09-23 18:30	PST	21.2	P	2190	P	11.4	P	2.5	P	1.1	P
USGS	11455478	2020-09-23 18:45	PST	21.1	P	2580	P	17.2	P	2.5	P	1.3	P
USGS	11455478	2020-09-23 19:00	PST	21.1	P	2910	P	14.5	P	2.3	P	1.5	P
USGS	11455478	2020-09-23 19:15	PST	21.0	P	3240	P	18.6	P	2.4	P	1.7	P
USGS	11455478	2020-09-23 19:30	PST	21.0	P	3490	P	16.9	P	2.3	P	1.8	P
USGS	11455478	2020-09-23 19:45	PST	21.0	P	3770	P	16.7	P	2.4	P	2.0	P
USGS	11455478	2020-09-23 20:00	PST	21.0	P	4190	P	18.1	P	2.4	P	2.2	P
USGS	11455478	2020-09-23 20:15	PST	21.0	P	4440	P	15.1	P	2.4	P	2.3	P
USGS	11455478	2020-09-23 20:30	PST	21.1	P	4620	P	11.7	P	2.4	P	2.4	P
USGS	11455478	2020-09-23 20:45	PST	21.1	P	4730	P	12.2	P	2.4	P	2.5	P
USGS	11455478	2020-09-23 21:00	PST	21.0	P	4770	P	12.6	P	2.4	P	2.5	P
USGS	11455478	2020-09-23 21:15	PST	21.0	P	4820	P	12.1	P	2.4	P	2.6	P
USGS	11455478	2020-09-23 21:30	PST	21.0	P	4870	P	10.6	P	2.5	P	2.6	P
USGS	11455478	2020-09-23 21:45	PST	21.0	P	4830	P	10.0	P	2.4	P	2.6	P
USGS	11455478	2020-09-23 22:00	PST	21.0	P	4830	P	9.1	P	2.3	P	2.6	P
USGS	11455478	2020-09-23 22:15	PST	21.0	P	4720	P	9.1	P	2.2	P	2.5	P
USGS	11455478	2020-09-23 22:30	PST	21.0	P	4560	P	8.8	P	1.9	P	2.4	P
USGS	11455478	2020-09-23 22:45	PST	21.0	P	4460	P	9.1	P	1.9	P	2.4	P
USGS	11455478	2020-09-23 23:00	PST	21.0	P	4110	P	9.6	P	1.8	P	2.2	P
USGS	11455478	2020-09-23 23:15	PST	21.0	P	3690	P	9.1	P	1.8	P	1.9	P
USGS	11455478	2020-09-23 23:30	PST	20.9	P	3190	P	9.5	P	1.9	P	1.7	P
USGS	11455478	2020-09-23 23:45	PST	21.0	P	3040	P	17.3	P	2.0	P	1.6	P
USGS	11455478	2020-09-24 00:00	PST	21.0	P	2650	P	16.6	P	2.0	P	1.4	P
USGS	11455478	2020-09-24 00:15	PST	21.0	P	2280	P	18.2	P	2.1	P	1.2	P
USGS	11455478	2020-09-24 00:30	PST	21.0	P	2000	P	20.0	P	2.3	P	1.0	P
USGS	11455478	2020-09-24 00:45	PST	21.0	P	1670	P	19.2	P	2.3	P	0.8	P
USGS	11455478	2020-09-24 01:00	PST	21.1	P	1340	P	15.2	P	2.4	P	0.7	P
USGS	11455478	2020-09-24 01:15	PST	21.1	P	1080	P	15.5	P	2.5	P	0.5	P
USGS	11455478	2020-09-24 01:30	PST	21.2	P	866	P	17.4	P	2.6	P	0.4	P
USGS	11455478	2020-09-24 01:45	PST	21.2	P	730	P	16.7	P	3.0	P	0.3	P
USGS	11455478	2020-09-24 02:00	PST	21.2	P	643	P	17.3	P	3.2	P	0.3	P
USGS	11455478	2020-09-24 02:15	PST	21.2	P	559	P	12.4	P	2.7	P	0.3	P
USGS	11455478	2020-09-24 02:30	PST	21.2	P	492	P	11.7	P	2.7	P	0.2	P
USGS	11455478	2020-09-24 02:45	PST	21.1	P	432	P	12.1	P	2.9	P	0.2	P
USGS	11455478	2020-09-24 03:00	PST	21.1	P	386	P	10.0	P	2.9	P	0.2	P
USGS	11455478	2020-09-24 03:15	PST	21.1	P	343	P	8.0	P	2.6	P	0.2	P
USGS	11455478	2020-09-24 03:30	PST	21.1	P	306	P	8.2	P	2.5	P	0.1	P
USGS	11455478	2020-09-24 03:45	PST	21.0	P	275	P	7.7	P	2.6	P	0.1	P
USGS	11455478	2020-09-24 04:00	PST	21.0	P	256	P	7.2	P	2.5	P	0.1	P
USGS	11455478	2020-09-24 04:15	PST	21.0	P	244	P	6.4	P	2.5	P	0.1	P
USGS	11455478	2020-09-24 04:30	PST	21.0	P	231	P	6.3	P	2.9	P	0.1	P
USGS	11455478	2020-09-24 04:45	PST	21.0	P	220	P	6.1	P	2.7	P	0.1	P
USGS	11455478	2020-09-24 05:00	PST	21.0	P	212	P	5.7	P	2.7	P	0.1	P
USGS	11455478	2020-09-24 05:15	PST	21.0	P	209	P	5.7	P	3.0	P	0.1	P
USGS	11455478	2020-09-24 05:30	PST	21.0	P	207	P	4.6	P	2.5	P	0.1	P
USGS	11455478	2020-09-24 05:45	PST	21.0	P	207	P	4.5	P	2.2	P	0.1	P
USGS	11455478	2020-09-24 06:00	PST	21.0	P	207	P	3.9	P	2.2	P	0.1	P
USGS	11455478	2020-09-24 06:15	PST	21.0	P	207	P	3.4	P	2.1	P	0.1	P
USGS	11455478	2020-09-24 06:30	PST	21.0	P	211	P	3.4	P	2.1	P	0.1	P
USGS	11455478	2020-09-24 06:45	PST	20.9	P	220	P	4.1	P	2.1	P	0.1	P
USGS	11455478	2020-09-24 07:00	PST	20.9	P	229	P	4.5	P	2.2	P	0.1	P
USGS	11455478	2020-09-24 07:15	PST	20.9	P	240	P	4.7	P	2.2	P	0.1	P
USGS	11455478	2020-09-24 07:30	PST	20.9	P	287	P	6.4	P	2.3	P	0.1	P
USGS	11455478	2020-09-24 07:45	PST	20.9	P	327	P	7.8	P	2.3	P	0.1	P
USGS	11455478	2020-09-24 08:00	PST	21.0	P	440	P	8.3	P	2.4	P	0.2	P
USGS	11455478	2020-09-24 08:15	PST	21.0	P	534	P	7.6	P	2.3	P	0.2	P
USGS	11455478	2020-09-24 08:30	PST	21.0	P	561	P	8.6	P	2.4	P	0.3	P
USGS	11455478	2020-09-24 08:45	PST	21.0	P	664	P	9.3	P	2.5	P	0.3	P
USGS	11455478	2020-09-24 09:00	PST	21.0	P	785	P	11.7	P	2.6	P	0.4	P
USGS	11455478	2020-09-24 09:15	PST	21.1	P	873	P	14.0	P	2.8	P	0.4	P
USGS	11455478	2020-09-24 09:30	PST	21.1	P	903	P	12.3	P	2.7	P	0.4	P
USGS	11455478	2020-09-24 09:45	PST	21.1	P	958	P	12.7	P	2.7	P	0.5	P
USGS	11455478	2020-09-24 10:00	PST	21.1	P	975	P	12.1	P	2.6	P	0.5	P
USGS	11455478	2020-09-24 10:15	PST	21.1	P	1050	P	13.3	P	2.6	P	0.5	P
USGS	11455478	2020-09-24 10:30	PST	21.1	P	1200	P	15.8	P	2.7	P	0.6	P
USGS	11455478	2020-09-24 10:45	PST	21.0	P	1560	P	13.0	P	2.5	P	0.8	P
USGS	11455478	2020-09-24 11:00	PST	21.0	P	1990	P	14.1	P	2.6	P	1.0	P
USGS	11455478	2020-09-24 11:15	PST	21.1	P	2060	P	12.0	P	2.7	P	1.0	P
USGS	11455478	2020-09-24 11:30	PST	21.0	P	2240	P	11.9	P	2.5	P	1.1	P
USGS	11455478	2020-09-24 11:45	PST	21.0	P	2370	P	12.2	P	2.6	P	1.2	P
USGS	11455478	2020-09-24 12:00	PST	21.0	P	2430	P	12.3	P	2.6	P	1.2	P
USGS	11455478	2020-09-24 12:15	PST	21.0	P	2450	P	12.0	P	2.7	P	1.2	P
USGS	11455478	2020-09-24 12:30	PST	21.1	P	2440	P	10.9	P	2.6	P	1.2	P
USGS	11455478	2020-09-24 12:45	PST	21.1	P	2420	P	10.2	P	2.5	P	1.2	P
USGS	11455478	2020-09-24 13:00	PST	21.2	P	2370	P	10.3	P	2.8	P	1.2	P
USGS	11455478	2020-09-24 13:15	PST	21.1	P	2260	P	9.4	P	2.3	P	1.1	P
USGS	11455478	2020-09-24 13:30	PST	21.2	P	2120	P	9.1	P	2.4	P	1.1	P
USGS	11455478	2020-09-24 13:45	PST	21.1	P	1810	P	9.6	P	2.3	P	0.9	P
USGS	11455478	2020-09-24 14:00	PST	21.2	P	1640	P	9.6	P	2.3	P	0.8	P
USGS	11455478	2020-09-24 14:15	PST	21.3	P	1340	P	7.5	P	2.4	P	0.7	P
USGS	11455478	2020-09-24 14:30	PST	21.3	P	1120	P	7.1	P	2.3	P	0.5	P
USGS	11455478	2020-09-24 14:45	PST	21.3	P	1050	P	8.4	P	2.3	P	0.5	P
USGS	11455478	2020-09-24 15:00	PST	21.4	P	939	P	8.6	P	2.5	P	0.4	P
USGS	11455478	2020-09-24 15:15	PST	21.3	P	894	P	9.5	P	2.5	P	0.4	P
USGS	11455478	2020-09-24 15:30	PST	21.3	P	854	P	9.2	P	2.4	P	0.4	P
USGS	11455478	2020-09-24 15:45	PST	21.4	P	817	P	9.0	P	2.5	P	0.4	P
USGS	11455478	2020-09-24 16:00	PST	21.4	P	787	P	9.1	P	2.5	P	0.4	P
USGS	11455478	2020-09-24 16:15	PST	21.4	P	761	P	8.5	P	2.6	P	0.4	P
USGS	11455478	2020-09-24 16:30	PST	21.3	P	740	P	8.2	P	2.5	P	0.3	P
USGS	11455478	2020-09-24 16:45	PST	21.3	P	727	P	8.0	P	2.5	P	0.3	P
