station,collected_by,date,time_pst,kingdom,phylum,class,genus,taxon,phyto_form,organisms_per_ml,cells_per_ml,biovolume_per_ml
STN_704,STN,2022-07-20,05:44:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,85.2,85.2,8700.6
STN_704,STN,2022-07-20,05:44:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,85.2,85.2,9883.5
STN_704,STN,2022-07-20,05:44:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,85.2,85.2,11906.2
STN_704,STN,2022-07-20,05:44:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,35264.3,70528.6,12695.2
STN_519,STN,2022-07-20,09:28:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,135.3,135.3,116718.4
STN_519,STN,2022-07-20,09:28:00,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria sp.,i,135.3,135.3,63707.4
STN_519,STN,2022-07-20,09:28:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,135.3,135.3,40741.4
STN_519,STN,2022-07-20,09:28:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,55061,110122.1,19822
STN_519,STN,2022-07-20,09:28:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,i,270.6,270.6,7176
EMP_NZ060,EMP,2022-07-21,10:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,235.9,235.9,33409.2
EMP_NZ060,EMP,2022-07-21,10:30:00,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma sp.,i,39.3,39.3,66554.1
EMP_NZ060,EMP,2022-07-21,10:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,117.9,117.9,183812.9
EMP_NZ060,EMP,2022-07-21,10:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,78.6,78.6,6824.8
EMP_NZ060,EMP,2022-07-21,10:30:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,314.5,314.5,84757.6
EMP_NZ060,EMP,2022-07-21,10:30:00,Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax amphioxeia,i,432.4,432.4,28061.5
EMP_NZ060,EMP,2022-07-21,10:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,14742.6,29485.2,5307.3
EMP_NZEZ6,EMP,2022-07-21,10:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,135.3,135.3,451024.3
EMP_NZEZ6,EMP,2022-07-21,10:55:00,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra sp.,i,135.3,135.3,648625.1
EMP_NZEZ6,EMP,2022-07-21,10:55:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,135.3,135.3,50426
EMP_NZEZ6,EMP,2022-07-21,10:55:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,55872.7,111745.5,20114.2
EMP_NZEZ6,EMP,2022-07-21,10:55:00,Bacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,Planktolyngbya sp.,f,135.3,2029.3,3187.6
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Aulacoseira,Aulacoseira pusilla,i,180.4,180.4,49786.3
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,360.8,360.8,59699.8
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,180.4,180.4,12456.3
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira venter,i,90.2,90.2,7378.2
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,Tryblionella sp.,i,180.4,180.4,308127.2
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,1262.7,1262.7,8043.9
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,Drepanochloris nannoselene,i,90.2,90.2,484.5
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis lacustris,i,90.2,90.2,183064.7
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,270.6,270.6,59023.1
EMP_NZEZ2,EMP,2022-07-21,11:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,34091.8,68183.7,12273.1
EMP_NZ064,EMP,2022-07-24,11:25:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,90.2,90.2,17067.3
EMP_NZ064,EMP,2022-07-24,11:25:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,360.8,360.8,48592.8
EMP_NZ064,EMP,2022-07-24,11:25:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,90.2,90.2,10764
EMP_NZ064,EMP,2022-07-24,11:25:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,360.8,360.8,91424.4
EMP_NZ064,EMP,2022-07-24,11:25:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,35625.1,71250.1,12825
EMP_NZ064,EMP,2022-07-24,11:25:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,c,180.4,180.4,7509.2
EMP_NZ028,EMP,2022-07-25,13:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,71.9,71.9,22457.5
EMP_NZ028,EMP,2022-07-25,13:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,i,71.9,71.9,213280.4
EMP_NZ028,EMP,2022-07-25,13:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,71.9,71.9,104353.2
EMP_NZ028,EMP,2022-07-25,13:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,29610.5,59221,10659.8
EMP_NZS42,EMP,2022-07-25,14:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,135.3,135.3,74638.6
EMP_NZS42,EMP,2022-07-25,14:55:00,Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira varians,i,135.3,135.3,895228
EMP_NZS42,EMP,2022-07-25,14:55:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,67.6,67.6,8943.8
EMP_NZS42,EMP,2022-07-25,14:55:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,135.3,135.3,28432.6
EMP_NZS42,EMP,2022-07-25,14:55:00,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,Chlamydomonas sp.,i,67.6,67.6,28488.3
EMP_NZS42,EMP,2022-07-25,14:55:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,135.3,135.3,69473.9
EMP_NZS42,EMP,2022-07-25,14:55:00,Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax amphioxeia,i,67.6,67.6,5164.7
EMP_NZS42,EMP,2022-07-25,14:55:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,27192.3,54384.6,9789.2
EMP_NZS42,EMP,2022-07-25,14:55:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena sp.,i,67.6,67.6,121313.4
EMP_NZ032,EMP,2022-07-25,15:50:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,363.1,363.1,25043.2
EMP_NZ032,EMP,2022-07-25,15:50:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,121,121,64423.4
EMP_NZ032,EMP,2022-07-25,15:50:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,121,121,53100.5
EMP_NZ032,EMP,2022-07-25,15:50:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,363.1,363.1,91385.4
EMP_NZ032,EMP,2022-07-25,15:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,48659.9,97319.8,17517.6
EMP_NZ032,EMP,2022-07-25,15:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,Planktolyngbya sp.,f,121,2178.8,3422.5
STN_610,STN,2022-08-02,06:25:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,143.7,143.7,68826.7
STN_610,STN,2022-08-02,06:25:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,57783.6,115567.3,20802.1
STN_610,STN,2022-08-02,06:25:00,Bacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,Planktolyngbya sp.,f,143.7,1437.4,2257.9
MONT,STN,2022-08-02,07:27:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,204.4,204.4,32531.3
MONT,STN,2022-08-02,07:27:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,102.2,102.2,16265.6
MONT,STN,2022-08-02,07:27:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,40579.5,81159,14608.6
STN_609,STN,2022-08-02,08:01:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,cf. Chlorella sp.,i,127.8,127.8,3388.7
STN_609,STN,2022-08-02,08:01:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,51363.2,102726.5,18490.8
STN_606,STN,2022-08-02,09:22:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,176.9,176.9,19124.5
STN_606,STN,2022-08-02,09:22:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,78017.9,156035.7,28086.4
EMP_NZS42,STN,2022-08-02,10:38:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,306.6,306.6,64257.1
EMP_NZS42,STN,2022-08-02,10:38:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,306.6,306.6,125013.5
EMP_NZS42,STN,2022-08-02,10:38:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,919.9,919.9,4460.8
EMP_NZS42,STN,2022-08-02,10:38:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,123271.8,246543.5,44377.8
EMP_NZS42,STN,2022-08-02,10:38:00,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,i,306.6,306.6,389345
FMWT_605,STN,2022-08-02,11:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Surirella,cf. Surirella sp.,i,158.6,158.6,232578.4
FMWT_605,STN,2022-08-02,11:12:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,475.8,475.8,2307.3
FMWT_605,STN,2022-08-02,11:12:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,62968.2,125936.4,22668.6
STN_602,STN,2022-08-02,11:37:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,209.1,209.1,875.8
STN_602,STN,2022-08-02,11:37:00,Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax amphioxeia,i,209.1,209.1,17676.7
STN_602,STN,2022-08-02,11:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,41815.4,83630.8,15053.5
STN_706,STN,2022-08-03,06:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,242.1,242.1,807096.1
STN_706,STN,2022-08-03,06:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,242.1,242.1,75646.4
STN_706,STN,2022-08-03,06:00:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,100467,200933.9,36168.1
STN_519,STN,2022-08-03,11:34:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,135.3,135.3,21528
STN_519,STN,2022-08-03,11:34:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,135.3,135.3,72002.6
STN_519,STN,2022-08-03,11:34:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,i,135.3,135.3,126364.5
STN_519,STN,2022-08-03,11:34:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,135.3,135.3,102312.9
STN_519,STN,2022-08-03,11:34:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,54114,108228.1,19481.1
STN_801,STN,2022-08-03,12:45:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,919.9,919.9,146390.7
STN_801,STN,2022-08-03,12:45:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,230,230,65162
STN_801,STN,2022-08-03,12:45:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,cf. Chlorella sp.,i,230,230,6099.6
STN_801,STN,2022-08-03,12:45:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,91073.9,182147.8,32786.6
STN_704,STN,2022-08-04,05:58:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,460,460,62945.7
STN_704,STN,2022-08-04,05:58:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,115,115,4416.9
STN_704,STN,2022-08-04,05:58:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,804.9,804.9,3371.7
STN_704,STN,2022-08-04,05:58:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,45307,90613.9,16310.5
STN_801,STN,2022-08-16,09:17:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,30.7,30.7,4945.6
STN_801,STN,2022-08-16,09:17:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,61.3,61.3,331522.8
STN_801,STN,2022-08-16,09:17:00,Plantae,Chlorophyta,Chlorophyceae,Raphidocelis,cf. Raphidocelis sp.,i,30.7,30.7,2819.7
STN_801,STN,2022-08-16,09:17:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis sp.,i,30.7,30.7,1988.9
STN_801,STN,2022-08-16,09:17:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,8340.8,16681.6,3002.7
STN_801,STN,2022-08-16,09:17:00,Bacteria,Cyanobacteria,Cyanophyceae,Synechocystis,Synechocystis sp.,c,30.7,61.3,220.3
STN_704,STN,2022-08-17,09:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,90.2,90.2,14352
STN_704,STN,2022-08-17,09:30:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,i,180.4,180.4,515136.6
STN_704,STN,2022-08-17,09:30:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,90.2,90.2,163968
STN_704,STN,2022-08-17,09:30:00,Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon sp.,i,90.2,90.2,8404.3
STN_704,STN,2022-08-17,09:30:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,360.8,360.8,101664
STN_704,STN,2022-08-17,09:30:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,36797.5,73595.1,13247.1
STN_706,STN,2022-08-17,09:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,191.7,191.7,44608.2
STN_706,STN,2022-08-17,09:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,191.7,191.7,213770.7
STN_706,STN,2022-08-17,09:37:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,95.8,95.8,32764.1
STN_706,STN,2022-08-17,09:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,39097.4,78194.8,14075.1
EMP_NZ060,EMP,2022-08-18,09:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,511.1,511.1,83541.1
EMP_NZ060,EMP,2022-08-18,09:00:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,255.5,255.5,86213.8
EMP_NZ060,EMP,2022-08-18,09:00:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,105281.9,211841.4,38131.5
EMP_NZEZ6,EMP,2022-08-18,09:50:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,cf. Cocconeis sp.,i,100,100,11082.8
EMP_NZEZ6,EMP,2022-08-18,09:50:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,200,200,17659.5
EMP_NZEZ6,EMP,2022-08-18,09:50:00,Chromista,Ochrophyta,Chrysophyceae,Ochromonas,cf. Ochromonas sp.,i,100,100,20228
EMP_NZEZ6,EMP,2022-08-18,09:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,40897.3,81794.5,14723
EMP_NZ064,EMP,2022-08-18,10:05:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,104.5,104.5,17984.1
EMP_NZ064,EMP,2022-08-18,10:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,i,209.1,209.1,804283.7
EMP_NZ064,EMP,2022-08-18,10:05:00,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira sp.,i,104.5,104.5,28100.2
EMP_NZ064,EMP,2022-08-18,10:05:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,418.2,418.2,2027.6
EMP_NZ064,EMP,2022-08-18,10:05:00,Chromista,Ochrophyta,Chrysophyceae,Ochromonas,cf. Ochromonas sp.,i,104.5,104.5,19782.5
EMP_NZ064,EMP,2022-08-18,10:05:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,104.5,104.5,34559.2
EMP_NZ064,EMP,2022-08-18,10:05:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,40665.5,81330.9,14639.6
EMP_NZ064,EMP,2022-08-18,10:05:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,i,104.5,104.5,5327.8
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,104.5,104.5,18433.7
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,104.5,104.5,3198.9
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia sp.,i,104.5,104.5,45046.2
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia genevensis,i,104.5,104.5,546.8
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,104.5,104.5,56312.8
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,41501.8,83003.5,14940.6
EMP_NZEZ2,EMP,2022-08-18,10:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,i,104.5,104.5,3503.1
MONT,STN,2022-08-19,07:19:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,135.3,135.3,21528
MONT,STN,2022-08-19,07:19:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,135.3,135.3,71792.2
MONT,STN,2022-08-19,07:19:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,cf. Nitzschia sp.,i,135.3,135.3,188308.7
MONT,STN,2022-08-19,07:19:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,135.3,135.3,3007.4
MONT,STN,2022-08-19,07:19:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,54790.5,109580.9,19724.6
STN_609,STN,2022-08-19,07:40:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,153.3,153.3,27593.8
STN_609,STN,2022-08-19,07:40:00,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira venter,i,76.7,76.7,1960.4
STN_609,STN,2022-08-19,07:40:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,30894.6,61789.2,11122.1
STN_609,STN,2022-08-19,07:40:00,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,i,76.7,76.7,61106
STN_606,STN,2022-08-19,08:34:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,124.3,124.3,12915.3
STN_606,STN,2022-08-19,08:34:00,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira cf. venter,i,124.3,124.3,11618.9
STN_606,STN,2022-08-19,08:34:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,49726.4,99452.8,17901.5
FMWT_605,STN,2022-08-19,09:27:00,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,Coscinodiscus sp.,i,65.7,65.7,5876280.7
FMWT_605,STN,2022-08-19,09:27:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,65.7,65.7,56691.8
FMWT_605,STN,2022-08-19,09:27:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26743.9,53487.9,9627.8
STN_602,STN,2022-08-19,10:35:00,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,cf. Coscinodiscus sp.,i,92,92,49852
STN_602,STN,2022-08-19,10:35:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,92,92,1175771.9
STN_602,STN,2022-08-19,10:35:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,36797.5,73595.1,13247.1
STN_519,STN,2022-08-19,14:19:00,Chromista,Bacillariophyta,Bacillariophyceae,Epithemia,Epithemia sp.,i,67.6,67.6,29433.5
STN_519,STN,2022-08-19,14:19:00,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira venter,i,67.6,67.6,1808.4
STN_519,STN,2022-08-19,14:19:00,Chromista,Bacillariophyta,Bacillariophyceae,Surirella,cf. Surirella sp.,i,67.6,67.6,80136.5
STN_519,STN,2022-08-19,14:19:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,541.1,541.1,2266.7
STN_519,STN,2022-08-19,14:19:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,135.3,135.3,52042.9
STN_519,STN,2022-08-19,14:19:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26515.9,53031.7,9545.7
EMP_NZ028,EMP,2022-08-22,11:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,cf. Aphanizomenon sp.,f,270.6,7034.8,559729.1
EMP_NZ028,EMP,2022-08-22,11:50:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,53978.7,107957.5,19432.3
EMP_NZS42,EMP,2022-08-22,13:10:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,511.1,511.1,35246
EMP_NZS42,EMP,2022-08-22,13:10:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,i,255.5,255.5,506148.6
EMP_NZS42,EMP,2022-08-22,13:10:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,255.5,255.5,6748863.9
EMP_NZS42,EMP,2022-08-22,13:10:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,104770.8,209541.5,37717.5
EMP_NZ032,EMP,2022-08-22,14:15:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,278.8,278.8,1351.8
EMP_NZ032,EMP,2022-08-22,14:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,27598.2,55196.3,9935.3
EMP_NZ032,EMP,2022-08-22,14:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,i,69.7,69.7,2164.6
FMWT_519,FMWT,2022-09-08,12:28:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,219,219,127856.7
FMWT_519,FMWT,2022-09-08,12:28:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,109.5,109.5,17427.5
FMWT_519,FMWT,2022-09-08,12:28:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,50049,89146.4,16046.4
FMWT_602,FMWT,2022-09-09,09:39:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,270.6,270.6,18659.6
FMWT_602,FMWT,2022-09-09,09:39:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,180.4,180.4,331887.1
FMWT_602,FMWT,2022-09-09,09:39:00,Chromista,Bacillariophyta,Bacillariophyceae,Surirella,Surirella sp.,i,90.2,90.2,88219.4
FMWT_602,FMWT,2022-09-09,09:39:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,36707.4,73414.7,13214.6
FMWT_602,FMWT,2022-09-09,09:39:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena sp.,i,90.2,90.2,72860.9
