station,collected_by,latitude,longitude,date,time_pst,taxon_original,taxon,units_per_ml,cells_per_ml,biovolume_per_ml,gald_um,phyto_form,quality_check,debris
STN_MONT,STN,38.14387,-121.90889,2023-08-07,07:51:00,NA,Cyclotella sp.,276,276,28329,7.4,i,TallyNotMet,high
STN_MONT,STN,38.14387,-121.90889,2023-08-07,07:51:00,NA,Nitzschia sp.,92,92,4688,13,i,TallyNotMet,high
STN_MONT,STN,38.14387,-121.90889,2023-08-07,07:51:00,NA,Scenedesmus sp.,92,184,4229.5,5.6,c,TallyNotMet,high
STN_MONT,STN,38.14387,-121.90889,2023-08-07,07:51:00,NA,Eucapsis microscopica,22998.5,45996.9,8279.4,0.8,c,TallyNotMet,high
STN_609,STN,38.16719444,-121.938,2023-08-07,08:18:00,NA,Cyclotella spp.,1061.5,1061.5,564943.3,25.9,i,Good,high
STN_609,STN,38.16719444,-121.938,2023-08-07,08:18:00,NA,Aphanizomenon sp.,353.8,12383.8,960792.5,5.6,f,Good,high
STN_609,STN,38.16719444,-121.938,2023-08-07,08:18:00,NA,Eucapsis microscopica,146128.7,292257.4,52606.3,0.8,c,Good,high
STN_606,STN,38.16775731,-122.0220091,2023-08-07,09:37:00,NA,Nitzschia spp.,690,690,13524.5,13,i,Good,high
STN_606,STN,38.16775731,-122.0220091,2023-08-07,09:37:00,NA,cf. Chlorella sp.,230,230,963.4,2,i,Good,high
STN_606,STN,38.16775731,-122.0220091,2023-08-07,09:37:00,NA,Rhodomonas sp,230,230,115267.5,14.8,i,Good,high
STN_606,STN,38.16775731,-122.0220091,2023-08-07,09:37:00,NA,Eucapsis microscopica,95673.6,191347.2,34442.5,0.8,c,Good,high
FMWT_605,STN,38.14853,-122.05738,2023-08-07,10:42:00,NA,Leptocylindrus sp.,541.1,541.1,6603872.8,46.3,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-07,10:42:00,NA,cf. Chlorella sp.,1082.3,1082.3,20364.8,3.7,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-07,10:42:00,NA,Eucapsis microscopica,107957.5,215915,38864.7,0.8,c,Good,moderate
STN_602,STN,38.114,-122.0461944,2023-08-07,11:06:00,NA,Aulacoseira sp.,353.8,353.8,1965317.9,57.4,i,Good,high
STN_602,STN,38.114,-122.0461944,2023-08-07,11:06:00,NA,cf. Cyclotella sp.,353.8,353.8,110560.2,9.3,i,Good,high
STN_602,STN,38.114,-122.0461944,2023-08-07,11:06:00,NA,cf. Chlorella sp.,353.8,353.8,1482.1,2,i,Good,high
STN_602,STN,38.114,-122.0461944,2023-08-07,11:06:00,NA,Eucapsis microscopica,147190.2,294380.3,52988.5,0.8,c,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-08,11:13:00,NA,Leptocylindrus sp.,613.3,613.3,3614143.8,46.3,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-08,11:13:00,NA,cf. Chlorella sp.,102.2,102.2,2710.9,3.7,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-08,11:13:00,NA,Teleaulax sp.,102.2,102.2,2710.9,5.6,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-08,11:13:00,NA,Eucapsis microscopica,40068.4,80136.9,14424.6,0.8,c,Good,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Actinocyclus sp.,69,69,59526.4,14.8,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Aulacoseira sp.,23,23,9616.1,24.1,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Cocconeis sp.,46,46,38656.1,24.1,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Cyclotella sp.,621,621,215742.5,11.1,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Diatoma sp.,23,23,4397.6,18.5,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Encyonema sp.,23,23,20887,31.5,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Nitzschia sp.,276,276,24021.4,20.4,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Chlorella sp.,69,69,4515.7,5.6,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Drepanochloris nannoselene,23,23,60.7,5.5,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Monoraphidium minutum,23,23,443.7,9.3,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Plagioselmis nannoplanctica,23,23,1944.8,7.4,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-09,07:55:00,NA,Eucapsis microscopica,5013.7,10027.3,1804.9,0.8,c,TallyNotMet,high
EMP_D4,EMP,38.064444,-121.828889,2023-08-10,12:40:00,NA,Bacillaria sp.,153.3,153.3,446476.8,100,i,TallyNotMet,NA
EMP_D4,EMP,38.064444,-121.828889,2023-08-10,12:40:00,NA,Cyclotella sp.,306.6,306.6,201107.7,16.3,i,TallyNotMet,NA
EMP_D4,EMP,38.064444,-121.828889,2023-08-10,12:40:00,NA,Entomoneis sp.,306.6,306.6,1841005.7,46.3,i,TallyNotMet,NA
EMP_D4,EMP,38.064444,-121.828889,2023-08-10,12:40:00,NA,Nitzschia sp.,306.6,306.6,12413,18.5,i,TallyNotMet,NA
EMP_D4,EMP,38.064444,-121.828889,2023-08-10,12:40:00,NA,cf. Chlorella sp.,1839.9,1839.9,18961.7,3.2,i,TallyNotMet,NA
EMP_D4,EMP,38.064444,-121.828889,2023-08-10,12:40:00,NA,Eucapsis microscopica,59336,118672.1,21361,0.8,c,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Cocconeis placentula,79.1,79.1,62916.8,18.5,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,cf. Cyclotella sp.,237.2,237.2,29214.5,5.6,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Cyclotella sp.,316.3,316.3,57135.2,7.4,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Nitzschia sp.,316.3,316.3,9375.2,14.8,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,cf. Chlamydomonas sp.,79.1,79.1,11370.5,6.5,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Chlorella sp.,2214.1,2214.1,14105.3,2.8,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Monoraphidium minutum,79.1,79.1,553,7.4,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Plagioselmis lacustris,158.2,158.2,75814.7,14.8,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Teleaulax amphioxeia,79.1,79.1,2097.2,5.6,i,TallyNotMet,NA
EMP_D22,EMP,38.084722,-121.738056,2023-08-10,13:30:00,NA,Eucapsis microscopica,29337,58990.3,10618.3,0.8,c,TallyNotMet,NA
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Aulacoseira sp.,272.6,272.6,119281.3,46.3,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Cocconeis placentula,68.1,68.1,28943.1,25.9,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Cyclotella sp.,511.1,511.1,44340.9,7.4,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Nitzschia sp.,68.1,68.1,5272.7,20.4,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Skeletonema sp.,340.7,340.7,31862.5,12,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Chlorella sp.,2487.2,2487.2,13867.1,2.5,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Drepanochloris nannoselene,34.1,34.1,124.7,5.2,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Monoraphidium sp.,136.3,136.3,410,8,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Cryptomonas sp.,34.1,34.1,30391.5,16.7,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Plagioselmis lacustris,340.7,340.7,89627.8,13.6,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Plagioselmis sp.,102.2,102.2,6029.5,7.4,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Teleaulax amphioxeia,204.4,204.4,4079.8,5.6,i,TallyNotMet,moderate
EMP_NZ068,EMP,38.14272,-121.6895,2023-08-10,14:20:00,NA,Eucapsis microscopica,9029,18058.1,3250.4,0.8,c,TallyNotMet,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,Achnanthidium sp.,92,92,17590.4,14.8,i,TallyNotMet BrokenDiatoms,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,Cyclotella sp.,184,184,58741.1,9.3,i,TallyNotMet BrokenDiatoms,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,cf. Leptocylindrus sp.,184,184,2948301,107.4,i,TallyNotMet BrokenDiatoms,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,Skeletonema sp.,92,92,11810.7,7.4,i,TallyNotMet BrokenDiatoms,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,Elakatothrix sp.,92,184,4851.4,9.3,c,TallyNotMet BrokenDiatoms,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,Eucapsis microscopica,26402.2,52804.5,9504.8,0.8,c,TallyNotMet BrokenDiatoms,moderate
EMP_D8,EMP,38.06,-121.9958333,2023-08-11,13:30:00,NA,Gymnodinium sp.,92,92,365976.7,22.2,i,TallyNotMet BrokenDiatoms,moderate
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Achnanthidium sp.,153.3,153.3,18298.8,11.1,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Cocconeis sp.,153.3,153.3,73663.2,16.7,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,cf. Cyclotella sp.,460,460,43049,6.2,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Entomoneis sp.,153.3,153.3,741399.2,37,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,cf. Chlamydomonas sp.,153.3,153.3,18630,7.4,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,cf. Chlorella sp.,2299.8,2299.8,32513.3,3.2,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Plagioselmis lacustris,153.3,153.3,91494.2,13,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Plagioselmis nannoplanctica,153.3,153.3,24398.4,9.3,i,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Eucapsis microscopica,59182.7,118365.4,21305.8,0.8,c,TallyNotMet,NA
EMP_D10,EMP,38.045833,-121.906389,2023-08-11,14:10:00,NA,Euglena sp.,153.3,153.3,182988.4,18.5,i,TallyNotMet,NA
EMP_D7,EMP,38.117222,-122.047222,2023-08-14,14:00:00,NA,Entomoneis sp.,115,115,706685.2,46.3,i,TallyNotMet,NA
EMP_D7,EMP,38.117222,-122.047222,2023-08-14,14:00:00,NA,Leptocylindrus sp.,115,115,463211.1,59.3,i,TallyNotMet,NA
EMP_D7,EMP,38.117222,-122.047222,2023-08-14,14:00:00,NA,Plagioselmis nannoplanctica,115,115,12973.7,10.2,i,TallyNotMet,NA
EMP_D7,EMP,38.117222,-122.047222,2023-08-14,14:00:00,NA,Eucapsis microscopica,47376.8,94753.7,17055.7,0.8,c,TallyNotMet,NA
EMP_NZS42,EMP,38.18055556,-122.0472222,2023-08-14,15:20:00,NA,cf. Cyclotella sp.,270.6,270.6,18659.6,5.6,i,TallyNotMet,NA
EMP_NZS42,EMP,38.18055556,-122.0472222,2023-08-14,15:20:00,NA,Cyclotella sp.,541.1,541.1,995661.3,18.6,i,TallyNotMet,NA
EMP_NZS42,EMP,38.18055556,-122.0472222,2023-08-14,15:20:00,NA,Nitzschia sp.,270.6,270.6,36115,18.5,i,TallyNotMet,NA
EMP_NZS42,EMP,38.18055556,-122.0472222,2023-08-14,15:20:00,NA,cf. Chlorella sp.,1894,1894,24186.3,3.1,i,TallyNotMet,NA
EMP_NZS42,EMP,38.18055556,-122.0472222,2023-08-14,15:20:00,NA,Eucapsis microscopica,107686.9,215373.8,38767.3,0.8,c,TallyNotMet,NA
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Cyclotella sp.,657.1,657.1,121521.2,10.1,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Encyonema sp.,93.9,93.9,33037.9,39.6,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Hippodonta sp.,93.9,93.9,38266.6,16.7,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Navicula sp.,93.9,93.9,263571.4,50,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Nitzschia sp.,187.7,187.7,19904.5,20.4,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Staurosira sp.,187.7,187.7,20664,15.6,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Thalassiosira sp.,93.9,93.9,150185.7,14.8,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Chlorella sp.,751,751,4186.9,2.5,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,cf. Nephroselmis sp.,93.9,93.9,8283.9,6,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Kephyrion sp.,187.7,187.7,6590.9,6.5,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Plagioselmis sp.,93.9,93.9,4992.2,7.4,i,TallyNotMet,moderate
EMP_NZ032,EMP,38.170278,-122.020833,2023-08-14,16:15:00,NA,Eucapsis microscopica,37266.9,74533.8,13416.1,0.8,c,TallyNotMet,moderate
STN_610,STN,38.11880556,-121.8891944,2023-08-21,06:38:00,NA,Cyclotella sp.,164.3,164.3,24728.2,7.4,i,Good,high
STN_610,STN,38.11880556,-121.8891944,2023-08-21,06:38:00,NA,Skeletonema sp.,657.1,657.1,10101.3,3.7,i,Good,high
STN_610,STN,38.11880556,-121.8891944,2023-08-21,06:38:00,NA,Chlorella sp.,164.3,164.3,688.1,2,i,Good,high
STN_610,STN,38.11880556,-121.8891944,2023-08-21,06:38:00,NA,Eucapsis microscopica,66367,132734,23892.1,0.8,c,Good,high
STN_609,STN,38.16719444,-121.938,2023-08-21,08:06:00,NA,Achnanthidium sp.,153.3,153.3,18535,13,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2023-08-21,08:06:00,NA,Cocconeis sp.,306.6,306.6,97550,22.2,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2023-08-21,08:06:00,NA,Cyclotella sp.,919.9,919.9,93638.3,7.4,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2023-08-21,08:06:00,NA,Skeletonema sp.,613.3,613.3,25288.1,9.3,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2023-08-21,08:06:00,NA,Chlorella sp.,1379.9,1379.9,4955.7,2.2,i,Good,moderate
STN_609,STN,38.16719444,-121.938,2023-08-21,08:06:00,NA,Eucapsis microscopica,60715.9,121431.9,21857.7,0.8,c,Good,moderate
STN_606,STN,38.16775731,-122.0220091,2023-08-21,09:10:00,NA,cf. Cyclotella sp.,287.5,287.5,19825.9,5.6,i,Good,moderate
STN_606,STN,38.16775731,-122.0220091,2023-08-21,09:10:00,NA,Diploneis sp.,287.5,287.5,434204.7,31.5,i,Good,moderate
STN_606,STN,38.16775731,-122.0220091,2023-08-21,09:10:00,NA,cf. Chlorella sp.,862.4,862.4,22873.5,3.7,i,Good,moderate
STN_606,STN,38.16775731,-122.0220091,2023-08-21,09:10:00,NA,Pseudokephyrion sp.,287.5,287.5,12364.1,7.4,i,Good,moderate
STN_606,STN,38.16775731,-122.0220091,2023-08-21,09:10:00,NA,Eucapsis microscopica,115279.8,230559.6,41500.7,0.8,c,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-21,10:39:00,NA,Cyclotella sp.,242.1,242.1,17888,5.6,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-21,10:39:00,NA,Thalassiosira sp.,242.1,242.1,237784.3,13,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-21,10:39:00,NA,Plagioselmis sp.,242.1,242.1,66310,13,i,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-21,10:39:00,NA,Eucapsis microscopica,99740.7,199481.4,35906.7,0.8,c,Good,moderate
FMWT_605,STN,38.14853,-122.05738,2023-08-21,10:39:00,NA,Planktolyngbya sp.,484.2,9683.6,20245.7,2.2,f,Good,moderate
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,Cyclotella sp.,287.5,287.5,89830.1,9.3,i,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,Epithemia sp.,143.7,143.7,119053.7,40.7,i,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,Nitzschia sp.,143.7,143.7,70641.6,75.9,i,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,Chlamydomonas sp.,287.5,287.5,47061.5,7.4,i,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,cf. Chlorella sp.,2012.4,2012.4,53371.6,3.7,i,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,Plagioselmis nannoplanctica,143.7,143.7,19238,9.3,i,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,cf. Dolichospermum sp.,143.7,3306,71093.5,3.7,f,Good,NA
EMP_NZS42,STN,38.18055556,-122.0472222,2023-08-21,10:55:00,NA,Eucapsis microscopica,56058.8,112117.5,20181.2,0.8,c,Good,NA
STN_602,STN,38.114,-122.0461944,2023-08-21,11:34:00,NA,Leptocylindrus sp.,2453.2,2453.2,13061999.1,48.2,i,Good,high
STN_602,STN,38.114,-122.0461944,2023-08-21,11:34:00,NA,Eucapsis microscopica,60256,120511.9,21692.1,0.8,c,Good,high
STN_801,STN,38.05561111,-121.847,2023-08-22,10:52:00,NA,Chlorella sp.,557.5,557.5,26601.8,5.6,i,Good,high
STN_801,STN,38.05561111,-121.847,2023-08-22,10:52:00,NA,Eucapsis microscopica,29479.8,58959.7,10612.7,0.8,c,Good,high
STN_801,STN,38.05561111,-121.847,2023-08-22,10:52:00,NA,Merismopedia sp.,69.7,1115.1,812.9,0.9,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,cf. Cyclotella sp.,65.7,65.7,10456.5,7.4,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,Leptocylindrus sp.,262.8,262.8,2935068.8,51.9,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,Nitzschia sp.,131.4,131.4,11874.3,18.5,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,cf. Chlorella sp.,262.8,262.8,6971,3.7,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,Teleaulax sp.,65.7,65.7,1742.7,5.6,i,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,Aphanizomenon sp.,65.7,2431.3,117635.4,5.6,f,Good,high
STN_519,STN,38.07230556,-121.9596944,2023-08-22,11:15:00,NA,Eucapsis microscopica,25955.4,51910.8,9343.9,0.8,c,Good,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Achnanthidium sp.,30.7,30.7,4054.5,13,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Actinocyclus sp.,30.7,30.7,56420.8,16.7,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Cocconeis sp.,92,92,60489.2,29.6,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Cyclotella sp.,352.6,352.6,80079.4,9.3,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Diatoma sp.,15.3,15.3,2931.7,18.5,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Entomoneis sp.,30.7,30.7,348253.4,50,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Gomphonema sp.,15.3,15.3,5528.9,24.1,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Navicula sp.,15.3,15.3,4550.5,24.1,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Nitzschia sp.,322,322,35103.7,18.5,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Skeletonema sp.,76.7,76.7,2643.5,5.6,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Chlamydomonas spp.,199.3,199.3,21173.1,9.3,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Chlorella sp.,46,46,4946.3,7.4,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,cf. Geminella sp.,15.3,30.7,1626.6,7.4,f,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Monoraphidium sp.,15.3,15.3,36.4,11.1,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Kephyrion sp.,15.3,15.3,1863,7.4,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,cf. Ochromonas sp.,30.7,30.7,1667,4.7,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,cf. Cryptomonas sp.,15.3,15.3,7363.9,13,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Plagioselmis nannoplanctica,15.3,15.3,2659.7,9.3,i,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Eucapsis microscopica,4109.1,8218.1,1479.3,0.8,c,TallyNotMet,high
STN_704,STN,38.06776131,-121.7750077,2023-08-23,06:22:00,NA,Komvophoron sp.,15.3,291.3,1569.3,1.9,f,TallyNotMet,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Achnanthidium sp.,51.1,51.1,1947.1,11.1,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Cyclotella sp.,204.4,204.4,74016.6,11.1,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Entomoneis sp.,51.1,51.1,407080.4,46.3,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Skeletonema sp.,102.2,204.4,13188.4,7.4,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Tryblionella sp.,51.1,51.1,114894.6,24.1,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Chlamydomonas sp.,51.1,51.1,10843.8,7.4,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,cf. Chlorella sp.,357.8,357.8,7362.4,3.7,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Desmodesmus sp.,51.1,204.4,2163.9,5.6,c,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Plagioselmis nannoplanctica,255.5,255.5,33635.1,9.3,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Rhodomonas sp.,102.2,102.2,29833.2,13,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Teleaulax sp.,102.2,102.2,2710.9,5.6,i,Good,high
STN_706,STN,38.09005982,-121.7390041,2023-08-23,09:31:00,NA,Eucapsis microscopica,19267.6,38535.2,6936.3,0.8,c,Good,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Achnanthidium sp.,30.7,30.7,3659.8,11.1,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Cyclotella sp.,337.3,337.3,84252.9,13,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Entomoneis sp.,30.7,30.7,347530.9,50,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Gomphonema sp.,30.7,30.7,9356.3,20.4,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Nitzschia sp.,245.3,245.3,18589.1,20.4,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Staurosira sp.,153.3,153.3,38518.8,10.2,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,Stephanodiscus sp.,92,92,776162.6,27.8,i,TallyNotMet BrokenDiatoms,high
EMP_D4,EMP,38.064444,-121.828889,2023-09-07,11:25:00,NA,cf. Chlamydomonas sp.,30.7,30.7,3726,7.4,i,TallyNotMet BrokenDiatoms,high
