station,collected_by,latitude,longitude,date,time_pst,taxon_original,taxon,algal_group,kingdom,phylum,class,genus,species,units_per_ml,cells_per_ml,biovolume_per_ml,gald_um,phyto_form,quality_check,debris
STN_519,STN,38.07230556,-121.9596944,2022-08-19,14:19:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,26515.9,53031.7,9545.7,0.8,c,Good,NA
EMP_D7,EMP,38.11714,-122.0397,2022-08-22,11:50:00,NA,cf. Aphanizomenon sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,sp.,270.58,7035.08,559781.32,9.3,f,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-08-22,11:50:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,53980.71,107961.42,19433.06,0.8,c,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-08-22,13:10:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,511.08,511.08,35244.08,5.6,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-08-22,13:10:00,NA,Nitzschia acicularis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,acicularis,255.54,255.54,506150.63,92.6,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-08-22,13:10:00,NA,Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,255.54,255.54,6748903.39,40.7,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-08-22,13:10:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,104771.4,209542.8,37717.7,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-08-22,14:15:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,278.76,278.76,1351.99,2.4,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-08-22,14:15:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,27597.24,55194.48,9935.01,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-08-22,14:15:00,NA,cf. Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,69.69,69.69,2164.57,3.9,i,Good,Unknown
FMWT_519,FMWT,38.07378,-121.94725,2022-09-08,12:28:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,219,219,127856.7,16.7,i,Good,NA
FMWT_519,FMWT,38.07378,-121.94725,2022-09-08,12:28:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,109.5,109.5,17427.5,7.4,i,Good,NA
FMWT_519,FMWT,38.07378,-121.94725,2022-09-08,12:28:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,50049,89146.4,16046.4,0.8,c,Good,NA
FMWT_602,FMWT,38.11783,-122.04183,2022-09-09,09:39:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,270.6,270.6,18659.6,5.6,i,Good,NA
FMWT_602,FMWT,38.11783,-122.04183,2022-09-09,09:39:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,180.4,180.4,331887.1,18.5,i,Good,NA
FMWT_602,FMWT,38.11783,-122.04183,2022-09-09,09:39:00,NA,Surirella sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Surirella,sp.,90.2,90.2,88219.4,20.4,i,Good,NA
FMWT_602,FMWT,38.11783,-122.04183,2022-09-09,09:39:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,36707.4,73414.7,13214.6,0.8,c,Good,NA
FMWT_602,FMWT,38.11783,-122.04183,2022-09-09,09:39:00,NA,Euglena sp.,Euglenoids,Protozoa,Euglenophyta,Euglenophyceae,Euglena,sp.,90.2,90.2,72860.9,27.8,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2022-09-13,08:34:00,NA,Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,67.6,67.6,11466.4,20.4,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2022-09-13,08:34:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,67.6,67.6,45336.3,14.8,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2022-09-13,08:34:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,67.6,67.6,22361.8,9.3,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2022-09-13,08:34:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,27801.1,55602.2,10008.4,0.8,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2022-09-13,09:16:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,575,575,63400.9,7.4,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2022-09-13,09:16:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,191.7,191.7,360021.8,144.5,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2022-09-13,09:16:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,383.3,383.3,1605.6,2.1,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2022-09-13,09:16:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,74170,148340.1,26701.2,0.8,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2022-09-13,09:16:00,NA,cf. Microcystis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Microcystis,sp.,2108.2,3066.5,95242.2,4,c,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-13,09:27:00,NA,Chaetoceros sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Chaetoceros,sp.,6005.2,6005.2,5338530.6,17.6,i,Good,Low
STN_609,FMWT,38.16719444,-121.938,2022-09-13,09:27:00,NA,Cocconeis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,sp.,127.8,127.8,47603.4,16.5,i,Good,Low
STN_609,FMWT,38.16719444,-121.938,2022-09-13,09:27:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,511.1,511.1,90093.9,7.4,i,Good,Low
STN_609,FMWT,38.16719444,-121.938,2022-09-13,09:27:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,511.1,511.1,1838846.7,124.1,i,Good,Low
STN_609,FMWT,38.16719444,-121.938,2022-09-13,09:27:00,NA,Staurosira venter,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Staurosira,venter,127.8,127.8,7537.3,5.8,i,Good,Low
STN_609,FMWT,38.16719444,-121.938,2022-09-13,09:27:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,44463.7,88927.4,16006.9,0.8,c,Good,Low
EMP_NZS42,FMWT,38.18055556,-122.0472222,2022-09-13,10:21:00,NA,cf. Coscinodiscus sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Coscinodiscus,sp.,164.3,164.3,141729.5,13,i,BrokenDiatoms,Moderate
EMP_NZS42,FMWT,38.18055556,-122.0472222,2022-09-13,10:21:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,164.3,164.3,5127343,150,i,BrokenDiatoms,Moderate
EMP_NZS42,FMWT,38.18055556,-122.0472222,2022-09-13,10:21:00,NA,cf. Nephroselmis sp.,Green Algae,Plantae,Chlorophyta,Nephroselmidophyceae,Nephroselmis,sp.,164.3,164.3,1344,2.5,i,BrokenDiatoms,Moderate
EMP_NZS42,FMWT,38.18055556,-122.0472222,2022-09-13,10:21:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,67188.4,134376.7,24187.8,0.8,c,BrokenDiatoms,Moderate
EMP_NZS42,FMWT,38.18055556,-122.0472222,2022-09-13,10:21:00,NA,Euglena sp.,Euglenoids,Protozoa,Euglenophyta,Euglenophyceae,Euglena,sp.,164.3,164.3,234339.5,31.5,i,BrokenDiatoms,Moderate
FMWT_605,FMWT,38.14853,-122.05738,2022-09-13,10:53:00,NA,Chaetoceros sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Chaetoceros,sp.,1758.7,1758.7,1850112.9,17.7,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2022-09-13,10:53:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,135.3,135.3,21528,7.4,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2022-09-13,10:53:00,NA,Cylindrotheca closterium,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cylindrotheca,closterium,135.3,135.3,11197.3,22.2,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2022-09-13,10:53:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,135.3,135.3,45642.6,9.3,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2022-09-13,10:53:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,52084.8,104169.5,18750.5,0.8,c,Good,NA
EMP_D8,EMP,38.05992,-121.99,2022-09-19,12:20:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,219.03,219.03,50893.81,9.5,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-09-19,12:20:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,1168.16,1168.16,5665.58,2.3,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-09-19,12:20:00,NA,Drepanochloris nannoselene,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,nannoselene,73.01,73.01,334.39,3.5,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-09-19,12:20:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,584.08,584.08,104077.22,10.6,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-09-19,12:20:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,28400.89,56801.78,10224.32,0.8,c,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2022-09-19,12:20:00,NA,cf. Peridinium sp.,Dinoflagellates,Chromista,Miozoa,Dinophyceae,Peridinium,sp.,73.01,73.01,302122.68,26.7,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,479.15,479.15,73458.49,11.4,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Gyrosigma fasciola,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,fasciola,95.83,95.83,452212.19,124.1,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,191.66,191.66,15150.72,15.1,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Pseudostaurosira sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Pseudostaurosira,sp.,191.66,191.66,20547.87,13,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,287.49,287.49,2644.91,3.8,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,95.83,95.83,47820.13,16.5,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,95.83,95.83,31680.44,9.3,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Teleaulax amphioxeia,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Teleaulax,amphioxeia,95.83,95.83,4140.81,4.6,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,95.83,191.66,5952.96,3.9,c,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2022-09-19,13:00:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,36702.89,73405.78,13213.04,0.8,c,Good,Unknown
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,Chaetoceros sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Chaetoceros,sp.,54.8,54.8,93150.6,19.1,i,Good,NA
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,cf. Surirella sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Surirella,sp.,54.8,54.8,48092.1,24.1,i,Good,NA
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,Chlamydomonas sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,sp.,164.3,164.3,47404.4,9.3,i,Good,NA
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,219,219,917.5,2.3,i,Good,NA
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,273.8,273.8,212339.8,20.4,i,Good,NA
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,109.5,109.5,38555,11.6,i,Good,NA
FMWT_606,FMWT,38.1698,-122.02177,2022-09-20,10:23:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,21136.7,42273.4,7609.2,0.8,c,Good,NA
EMP_D7,EMP,38.11714,-122.0397,2022-09-20,11:25:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,46,46,8764.38,7.6,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-09-20,11:25:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,92,92,446.2,2.3,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-09-20,11:25:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,46,46,11787.04,9.9,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2022-09-20,11:25:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,18308,36616,6590.88,0.8,c,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-09-20,12:50:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,306.64,306.64,48157.81,7.2,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-09-20,12:50:00,NA,Tryblionella sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Tryblionella,sp.,153.32,153.32,817151.14,87,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2022-09-20,12:50:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,61021.36,122042.72,21967.69,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-09-20,13:55:00,NA,cf. Cocconeis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,sp.,85.18,85.18,16119.46,14.8,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-09-20,13:55:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,85.18,85.18,5874.01,5.6,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-09-20,13:55:00,NA,Staurosira sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Staurosira,sp.,85.18,85.18,16027.47,18.5,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-09-20,13:55:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,85.18,85.18,31749.99,13,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2022-09-20,13:55:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,34668.26,69336.52,12480.57,0.8,c,Good,Unknown
FMWT_704,FMWT,38.07087,-121.77892,2022-09-21,07:07:00,NA,Coscinodiscus sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Coscinodiscus,sp.,93.9,93.9,3226570.4,44.4,i,BrokenDiatoms,Low
FMWT_704,FMWT,38.07087,-121.77892,2022-09-21,07:07:00,NA,Chroomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Chroomonas,sp.,93.9,93.9,7167.4,5.6,i,BrokenDiatoms,Low
FMWT_704,FMWT,38.07087,-121.77892,2022-09-21,07:07:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,93.9,93.9,27631.9,9.3,i,BrokenDiatoms,Low
FMWT_704,FMWT,38.07087,-121.77892,2022-09-21,07:07:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,37736.3,75472.5,13585.1,0.8,c,BrokenDiatoms,Low
FMWT_706,FMWT,38.0903,-121.74,2022-09-21,07:27:00,NA,Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,32.9,32.9,6757,16.7,i,BrokenDiatoms,Moderate
FMWT_706,FMWT,38.0903,-121.74,2022-09-21,07:27:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,32.9,32.9,2923.6,13,i,BrokenDiatoms,Moderate
FMWT_706,FMWT,38.0903,-121.74,2022-09-21,07:27:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,13470.5,26941.1,4849.4,0.8,c,BrokenDiatoms,Moderate
STN_610,FMWT,38.11880556,-121.8891944,2022-09-21,08:35:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,95.8,95.8,12134.8,18.5,i,BrokenDiatoms,Moderate
STN_610,FMWT,38.11880556,-121.8891944,2022-09-21,08:35:00,NA,Chroomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Chroomonas,sp.,95.8,95.8,7316.7,5.6,i,BrokenDiatoms,Moderate
STN_610,FMWT,38.11880556,-121.8891944,2022-09-21,08:35:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,41109.8,82219.5,14799.5,0.8,c,BrokenDiatoms,Moderate
STN_MONT,FMWT,38.14387,-121.90889,2022-09-21,08:56:00,NA,Bacillaria sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Bacillaria,sp.,46,46,132992.2,105.6,i,BrokenDiatoms,High
STN_MONT,FMWT,38.14387,-121.90889,2022-09-21,08:56:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,46,46,153348.2,20.4,i,BrokenDiatoms,High
STN_MONT,FMWT,38.14387,-121.90889,2022-09-21,08:56:00,NA,Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,46,46,175668.8,44.4,i,BrokenDiatoms,High
STN_MONT,FMWT,38.14387,-121.90889,2022-09-21,08:56:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,19226.7,38453.4,6921.6,0.8,c,BrokenDiatoms,High
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,919.9,919.9,177113.6,11.6,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Cylindrotheca closterium,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cylindrotheca,closterium,460,460,44827.9,35.2,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,57.5,57.5,165831.8,139.2,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Chlamydomonas sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,sp.,115,115,34817.2,9.3,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,460,460,2230.4,2.4,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Cryptomonas sp.,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,sp.,57.5,57.5,78419.5,20.4,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,20756.1,41512.2,7472.2,0.8,c,Good,NA
STN_609,FMWT,38.16719444,-121.938,2022-09-21,09:16:00,NA,Planktolyngbya sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,sp.,345,5404.6,8914.1,2.1,f,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2022-09-21,09:52:00,NA,Chlorella sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlorella,sp.,100,100,484.9,2.4,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2022-09-21,09:52:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,13265.8,26531.6,4775.7,0.8,c,Good,NA
FMWT_519,FMWT,38.07378,-121.94725,2022-09-21,10:33:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,54.8,54.8,17110.5,9.3,i,Good,NA
FMWT_519,FMWT,38.07378,-121.94725,2022-09-21,10:33:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,54.8,54.8,150130.7,148.2,i,Good,NA
FMWT_519,FMWT,38.07378,-121.94725,2022-09-21,10:33:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,21848.5,43697.1,7865.5,0.8,c,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2022-09-21,10:57:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,21903.3,43806.6,7885.2,0.8,c,BrokenDiatoms,High
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,63.88,63.88,1687093.8,40.7,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Entomoneis sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Entomoneis,sp.,63.88,63.88,193415.23,35.2,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Gyrosigma fasciola,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,fasciola,63.88,63.88,91893.3,135.2,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,63.88,63.88,6907.34,16.7,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Chlamydomonas sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,sp.,63.88,63.88,26903.7,9.3,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,127.76,127.76,38186.19,9.3,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,25488.12,50976.24,9175.72,0.8,c,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2022-09-30,07:25:00,NA,cf. Komvophoron sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Komvophoron,sp.,63.88,1533.12,8263.52,1.9,f,Good,Unknown
