Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
EMP,2019,7,7,2019-07-08,NZ064,09:04:00,10,SacR,1,9,133,0.05,NA,NA,21.7,NA,60,NA,NA,26298,N,8.2,523.7,0,2.2,0,0,1913.1,0,39.5,0,2478.5,15.3,0,0,6.6,0,0,0,6.6,28.5,2.2,0,0,1794.8,11,0,0,2.2,0,1807.9,0,0,46,46,0,100.8,2.2,103,21.9,4.4,11,8.8,46,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2019,7,7,2019-07-08,NZ068,09:53:00,10,SacR,1,5.2,140,0.06,NA,NA,21.9,NA,120,NA,NA,19387,N,5.9,30.8,0,6.2,3.1,0,1933.5,0,132.4,0,2105.9,70.8,0,0,0,0,0,0,12.3,83.1,3.1,3.1,0,1219.2,0,0,0,0,0,1222.3,0,0,120.1,120.1,0,0,117,3.1,120.1,70.8,12.3,27.7,67.7,178.6,0,0,0,0,0,0,0,0,0,0,0
STN,2019,3,7,2019-07-09,411,12:48:00,10,Suisun Bay,2,4,9694,5.43,12777,7.32,21,20.4,36,24.3,1,15572,N,4.7,180.8,0,0,0,0,52.2,0,0,32.1,265.2,0,0,0,52.2,8,0,0,0,60.3,4,0,0,56.3,0,896,0,0,200.9,1153.2,0,0,0,0,0,108.5,0,0,108.5,0,0,0,4,4,0,0,0,0,0,0,0,1004.5,8,0,0
STN,2019,3,7,2019-07-09,418,11:53:00,10,Suisun Bay (Mothball),2,9.8,11361,6.44,17640,10.38,20.7,20,44,19.5,1,12720,N,3.9,266.7,0,0,0,0,33.7,0,0,57,357.3,2.6,0,5.2,5.2,5.2,0,0,0,18.1,0,0,0,25.9,0,1079.6,5.2,0,98.4,1209,0,0,2.6,2.6,0,124.3,0,0,124.3,0,0,0,0,0,0,0,0,0,0,0,0,543.7,0,0,0
STN,2019,3,7,2019-07-09,602,10:56:00,10,Suisun Bay (Grizzly),4,1.5,7641,4.2,7590,4.17,20,19.8,22,40.9,1,9013,N,2.7,577.3,0,0,0,0,233.8,0,0,18.3,829.4,0,0,0,0,0,0,0,0,0,0,0,0,263.1,7.3,884.2,0,0,58.5,1213,0,0,14.6,14.6,0,73.1,0,0,73.1,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0
STN,2019,3,7,2019-07-09,606,09:54:00,10,Suisun Bay (Mont. Sl.),4,8.2,4670,2.47,4886,2.6,21.7,21.5,24,37.9,1,12750,N,3.9,1344.6,0,0,0,0,2610.7,0,0,14.7,3970.1,0,0,0,0,0,0,0,0,0,0,0,0,304.3,4.9,196.3,0,0,0,505.5,0,0,0,0,0,0,0,0,0,0,0,0,4.9,4.9,0,0,0,0,0,0,0,0,0,0,0
STN,2019,3,7,2019-07-09,609,08:37:00,10,Suisun Bay (Mont. Sl.),4,10.7,1566,0.77,1579,0.77,20.7,20.3,28,79.5,1,12577,N,3.8,71.2,0,0,14.2,0,4736.3,0,75.9,0,4897.6,80.7,0,0,19,0,0,0,0,99.7,66.4,42.7,0,1518.7,14.2,14.2,0,0,0,1589.8,0,0,194.6,194.6,0,90.2,99.7,0,189.8,42.7,0,23.7,61.7,128.1,0,0,0,0,0,0,0,4.8,0,19,0
STN,2019,3,7,2019-07-09,610,07:12:00,10,Suisun Bay (Mont. Sl.),4,4.6,926,0.44,559,0.25,21.2,20.8,32,50.3,1,11831,N,3.6,10.6,0,0,5.3,0,6494.4,0,164,0,6674.2,10.6,0,0,10.6,0,0,0,0,21.2,52.9,0,0,1734.7,52.9,10.6,0,0,0,1798.1,0,0,21.2,21.2,0,21.2,5.3,5.3,31.7,0,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,63.5,0
STN,2019,3,7,2019-07-09,Mont,08:13:00,10,Suisun Bay (Mont. Sl.),4,4.6,1424,0.69,1407,0.68,20.9,20.2,21,71.8,1,26022,N,7.9,11.4,0,0,3.8,0,992.2,0,38,0,1045.3,3.8,0,0,0,0,0,0,0,3.8,1.3,1.3,0,91.1,3.8,7.6,0,0,0,103.8,0,0,0,0,0,0,0,0,0,0,0,2.5,1.3,3.8,0,0,0,0,0,0,0,0,0,2.5,0
STN,2019,3,7,2019-07-10,405,09:37:00,10,Suisun Bay (Carquinez St.),4,3,13760,7.93,19533,11.6,20,19.7,50,18.2,1,12998,N,3.9,85.1,0,0,0,0,5.3,0,0,1.8,92.2,0,0,0,3.6,14.2,0,0,0,17.7,5.3,0,0,10.6,0,122.4,5.3,0,266,404.4,0,0,0,0,0,94,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1603.2,0,0,0
STN,2019,3,7,2019-07-10,501,10:37:00,10,Suisun Bay,4,7.6,8111,4.48,8466,4.69,20.8,20.4,40,30.9,1,11720,N,3.6,632.2,0,0,0,0,316.1,0,0,54.8,1003.1,0,0,0,8.4,4.2,0,0,0,12.6,0,0,0,130.7,12.6,1036.8,0,0,84.3,1264.4,0,0,0,0,0,88.5,0,0,88.5,0,0,4.2,0,4.2,0,0,0,0,0,0,0,354,0,0,0
STN,2019,3,7,2019-07-10,504,11:31:00,10,Suisun Bay,4,7.3,6215,3.36,6787,3.7,21.2,20.7,30,25.7,1,12190,N,3.7,59.4,0,0,0,0,81,0,2.7,37.8,181,0,0,0,18.9,0,0,0,2.7,21.6,10.8,0,0,100,0,113.5,0,0,5.4,218.8,0,0,2.7,2.7,0,5.4,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,43.2,0,2.7,0
STN,2019,3,7,2019-07-11,508,10:14:00,10,Suisun Bay,4,15.8,1142,0.55,1433,0.7,21.7,21.3,52,18.8,1,11268,N,3.4,1849.6,0,5.2,0,0,3844.2,0,0,0,5698.9,0,0,0,77.7,0,0,0,10.4,88.1,5.2,0,0,3315.7,10.4,171,0,0,0,3497.1,0,0,20.7,20.7,0,0,62.2,0,62.2,0,5.2,0,5.2,10.4,0,0,0,0,0,0,0,0,0,0,0
STN,2019,3,7,2019-07-11,513,08:27:00,10,Confluence,3,6.1,552,0.25,536,0.24,21.5,21.4,51,18,1,10483,N,3.2,1031.3,0,0,0,0,6824.6,0,0,0,7855.9,0,0,0,16.2,0,0,0,27,43.2,16.2,0,0,6344.1,5.4,118.8,0,0,0,6468.3,0,0,48.6,48.6,0,10.8,205.2,0,216,21.6,10.8,21.6,37.8,91.8,0,0,0,0,0,0,0,0,0,16.2,0
STN,2019,3,7,2019-07-11,519,11:16:00,10,Suisun Bay (Honker),4,2.4,3632,1.89,2490,1.26,21.4,21.5,23,59.4,1,11070,N,3.4,647,0,0,0,0,1423.4,0,0,10.8,2081.2,0,0,0,426,0,0,0,0,426,16.2,0,0,884.3,0,436.7,0,0,0,1321,21.6,0,5.4,27,0,64.7,16.2,0,80.9,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0,5.4,0
STN,2019,3,7,2019-07-11,520,09:20:00,10,Confluence,4,12.5,457,0.21,466,0.21,22.1,21.8,43,12.7,1,11251,N,3.4,928.8,0,0,0,0,4529.7,0,15.6,0,5474.1,0,0,0,10.4,0,0,0,20.8,31.1,15.6,5.2,0,5370.3,5.2,88.2,0,0,0,5468.9,0,0,46.7,46.7,0,0,62.3,0,62.3,31.1,5.2,15.6,62.3,114.2,0,0,0,0,0,0,0,0,0,15.6,0
STN,2019,3,7,2019-07-11,801,07:33:00,10,Confluence,2,6.7,388,0.17,356,0.16,21.9,21.7,54,15.5,1,9897,N,3,669.8,0,0,0,0,6085.8,0,23.1,0,6778.7,5.8,0,0,40.4,0,0,0,28.9,75.1,23.1,0,0,6975,17.3,138.6,0,0,0,7130.9,0,0,92.4,92.4,0,40.4,415.7,0,456.2,52,0,34.6,46.2,132.8,11.6,0,11.6,0,0,0,23.1,0,0,5.8,0
STN,2019,3,7,2019-07-11,Honk,12:09:00,10,Suisun Bay (Honker),4,1.8,3248,1.68,3080,1.58,21.1,21.5,14,79.6,1,21158,N,6.4,615.3,0,0,0,0,1627.9,0,0,8.3,2251.5,2.8,0,0,44.2,0,0,0,0,46.9,2.8,0,0,899.5,2.8,380.8,0,0,0,1283,0,0,16.6,16.6,0,5.5,5.5,0,11,5.5,0,0,0,5.5,0,0,0,0,0,0,0,2.8,2.8,2.8,0
EMP,2019,7,7,2019-07-11,NZ054,11:50:00,10,SuiBay,1,10.6,1860,0.92,NA,NA,22,NA,36,NA,NA,38426,N,7.3,1298.4,0,0,0,0,1259.8,0,0,0,2558.1,6.4,0,0,83.6,0,0,0,0,90,4.3,2.1,0,1197.7,2.1,102.8,0,0,0,1304.8,0,0,10.7,10.7,0,4.3,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2019,7,7,2019-07-12,NZ028,12:34:00,10,SuiBay,1,1.9,8783,4.88,NA,NA,21.5,NA,100,NA,NA,28514,N,4.7,963.3,0,0,0,0,190.9,0,0,265.5,1419.7,2.2,0,0,35.1,0,0,0,0,37.3,0,0,0,136.1,0,526.6,0,0,4.4,667.1,0,0,0,0,4.4,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0
EMP,2019,7,7,2019-07-12,NZ032,14:17:00,10,SuiMar,1,8.4,4763,2.53,NA,NA,23,NA,100,NA,NA,19268,N,7.7,436.8,0,0,0,0,3069.9,0,3.1,46.5,3556.2,68.2,0,0,12.4,0,0,0,3.1,83.6,3.1,3.1,0,384.1,6.2,281.9,0,0,24.8,700.1,0,0,111.5,111.5,37.2,92.9,0,130.1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0
EMP,2019,7,7,2019-07-12,NZS42,13:26:00,10,SuiMar,1,4,3961,2.07,NA,NA,22.6,NA,80,NA,NA,16336,N,10,160.8,0,0,0,0,5710.8,0,3.7,7.3,5882.5,21.9,0,0,7.3,0,0,0,0,29.2,0,0,0,201,0,25.6,0,0,3.7,230.2,0,0,18.3,18.3,0,3.7,0,3.7,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0
STN,2019,4,7,2019-07-22,704,07:12:00,10,Lower Sacramento River,4,7.9,970,0.46,1001,0.47,21.7,21.5,28,21.7,1,9318,N,2.8,3001,0,0,0,0,426,0,0,0,3427,12.5,0,0,419.8,0,0,0,6.3,438.6,43.9,0,0,256.9,0,269.4,0,0,0,526.3,0,0,25.1,25.1,0,37.6,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0
STN,2019,4,7,2019-07-22,706,08:11:00,10,Lower Sacramento River,4,6.7,238,0.1,267,0.12,22.1,21.9,58,19.8,1,11290,N,3.4,1882.1,0,0,0,0,1321.7,0,0,0,3203.8,5.3,0,0,42.3,0,0,0,5.3,52.9,0,0,0,422.9,0,79.3,0,0,0,502.2,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0
STN,2019,4,7,2019-07-22,707,09:17:00,10,Lower Sacramento River,2,9.1,131,0.05,69,0.03,22.8,22.6,79,8.4,1,10481,N,3.2,210.5,0,0,0,0,549.9,0,3.1,0,763.5,9.4,0,0,0,0,0,0,9.4,18.9,3.1,0,0,1633.8,0,0,0,6.3,0,1640.1,0,0,72.3,72.3,0,6.3,47.1,0,53.4,37.7,3.1,12.6,28.3,81.7,0,0,0,0,0,0,0,0,0,9.4,0
STN,2019,4,7,2019-07-23,411,13:13:00,10,Suisun Bay,2,4,10150,5.71,12970,7.44,22.4,22.1,39,25.8,1,12763,N,3.9,264.7,0,0,0,0,39.2,0,0,39.2,343.2,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,1892.3,0,0,127.5,2024.7,0,0,14.7,14.7,0,93.2,4.9,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,725.6,4.9,0,0
STN,2019,4,7,2019-07-23,418,12:12:00,10,Suisun Bay (Mothball),2,8.8,11591,6.59,20972,12.53,21.8,21,37,21.1,1,13404,N,4.1,416.4,0,0,0,11.1,14.7,14.7,0,103.2,560.2,3.7,0,0,3.7,7.4,0,0,0,14.8,0,0,0,14.7,0,1503.6,0,0,246.9,1765.2,0,0,7.4,7.4,0,99.5,0,0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,169.5,0,0,0
STN,2019,4,7,2019-07-23,602,11:02:00,10,Suisun Bay (Grizzly),2,1.2,9619,5.38,9340,5.22,21.7,21.5,26,83.1,1,10732,N,3.3,524.7,0,0,0,0,40.8,0,0,35,600.5,0,0,0,5.8,0,0,0,0,5.8,5.8,0,0,17.5,0,2751.8,0,0,309,3078.3,0,0,5.8,5.8,0,75.8,0,0,75.8,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0
STN,2019,4,7,2019-07-23,606,09:58:00,10,Suisun Bay (Mont. Sl.),1,6.7,6597,3.59,7093,3.88,22.7,22.6,40,18.7,1,10975,N,3.3,895.1,0,0,0,0,2873.3,0,0,34.2,3802.6,39.9,0,0,17.1,0,0,0,0,57,5.7,5.7,0,1812.9,0,518.8,0,0,11.4,2348.8,0,0,51.3,51.3,0,17.1,5.7,0,22.8,0,0,0,17.1,17.1,0,0,0,0,0,0,0,51.3,0,45.6,0
STN,2019,4,7,2019-07-23,609,08:40:00,10,Suisun Bay (Mont. Sl.),4,9.8,3145,1.62,3167,1.63,22.2,22,34,37.1,1,11406,N,3.5,268.8,0,0,0,0,3757.7,0,0,0,4026.5,32.9,0,0,5.5,0,0,0,0,38.4,27.4,0,0,2578.2,0,356.6,0,0,0,2934.8,0,0,16.5,16.5,0,11,60.3,0,71.3,0,0,11,5.5,16.5,0,0,0,0,0,0,0,11,0,76.8,0
STN,2019,4,7,2019-07-23,610,06:58:00,10,Suisun Bay (Mont. Sl.),4,4.9,2930,1.5,2874,1.47,22.1,22.4,39,25.9,1,12665,N,3.8,573.1,0,0,0,0,1714.3,0,19.8,0,2307.1,0,0,0,14.8,14.8,0,0,0,29.6,34.6,0,0,923.8,0,197.6,0,0,4.9,1126.4,0,0,4.9,4.9,0,4.9,0,0,4.9,54.3,4.9,0,4.9,64.2,0,0,0,0,0,0,0,19.8,0,74.1,0
STN,2019,4,7,2019-07-23,Mont,08:13:00,10,Suisun Bay (Mont. Sl.),4,3.7,3101,1.59,3071,1.58,22.2,22.1,31,36.8,1,12536,N,3.8,539,0,0,0,0,2076.3,0,30,0,2645.3,10,0,0,5,0,0,0,0,15,0,5,0,3234.3,0,544,0,0,5,3788.3,0,0,15,15,0,20,10,0,29.9,0,0,10,0,10,0,0,0,0,0,0,0,25,0,39.9,0
STN,2019,4,7,2019-07-24,405,06:53:00,10,Suisun Bay (Carquinez St.),2,4.3,16751,9.81,18107,10.68,20.4,20.3,78,10.2,1,11922,N,3.6,19.9,2.2,0,0,2.2,0,0,0,0,24.3,0,0,0,2.2,15.5,0,0,0,17.7,15.5,0,0,0,0,119.3,0,0,543.6,662.9,0,0,0,0,0,453,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,930.3,0,0,0
STN,2019,4,7,2019-07-24,501,12:10:00,10,Suisun Bay,2,7.9,8707,4.84,10734,6.06,23,22.3,60,12.7,1,11266,N,3.4,1492.8,0,0,0,0,26.1,0,0,67.9,1586.8,0,0,0,20.9,0,0,0,5.2,26.1,0,0,0,15.7,0,5987,0,0,276.7,6279.3,0,0,15.7,15.7,0,151.4,0,0,151.4,0,0,0,0,0,0,0,0,0,0,0,0,177.5,0,0,0
STN,2019,4,7,2019-07-24,504,13:01:00,10,Suisun Bay,2,6.7,5158,2.75,3059,1.57,23.5,23.7,57,11.9,1,11241,N,3.4,1300.7,0,0,0,0,61.5,0,0,17.6,1379.8,0,0,0,22,4.4,0,0,0,26.4,0,4.4,0,13.2,0,729.5,0,0,4.4,751.4,0,0,0,0,0,8.8,4.4,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,254.9,0,4.4,4.4
STN,2019,4,7,2019-07-24,508,13:41:00,10,Suisun Bay,2,12.2,2706,1.38,3134,1.61,23.3,23.4,38,20.2,1,12550,N,3.8,2030.8,0,0,0,0,675.4,0,0,0,2706.2,0,0,0,461.3,0,0,0,4.8,466.1,0,0,0,71.3,0,746.7,0,0,0,818,0,0,19,19,0,4.8,0,0,4.8,0,0,0,0,0,0,0,4.8,0,0,0,4.8,14.3,0,0,0
STN,2019,4,7,2019-07-24,513,09:15:00,10,Confluence,4,10.4,2147,1.07,2249,1.13,22.1,22,48,15.9,1,11220,N,3.4,2086.8,0,0,0,0,387.4,0,0,0,2474.2,0,0,2.9,20.6,0,0,0,0,23.5,0,0,0,155.6,0,273,0,0,0,428.5,0,0,5.9,5.9,0,2.9,5.9,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0
STN,2019,4,7,2019-07-24,519,10:17:00,10,Suisun Bay (Honker),4,2.4,6831,3.72,3892,2.03,22.2,22.2,57,13.8,1,10769,N,3.3,418.3,0,0,0,0,34.9,0,0,62.4,515.6,0,0,0,18.4,0,0,0,0,18.4,1.8,0,0,20.2,1.8,1332,0,0,42.2,1396.3,0,0,1.8,1.8,0,9.2,0,0,9.2,0,0,1.8,0,1.8,0,0,0,0,0,0,0,66.1,0,0,0
STN,2019,4,7,2019-07-24,520,07:18:00,10,Confluence,4,15.2,1040,0.49,1030,0.49,22.4,22.3,56,13.2,1,10539,N,3.2,475,0,0,0,0,742.1,0,0,0,1217.1,0,0,0,23.8,0,0,0,5.9,29.7,23.8,0,0,350.3,0,700.6,0,0,0,1050.8,0,0,23.8,23.8,0,35.6,53.4,0,89.1,0,0,11.9,5.9,17.8,0,0,0,0,0,0,0,5.9,0,0,0
STN,2019,4,7,2019-07-24,801,08:41:00,10,Confluence,4,6.7,1128,0.54,1180,0.57,22.4,22.1,55,13.8,1,10960,N,3.3,619,0,0,0,0,283.9,0,0,0,902.9,0,0,0,27,0,0,0,6,33.1,1.5,0,0,213.3,0,274.9,0,0,0,488.3,1.5,0,3,4.5,0,0,24,0,24,1.5,0,0,4.5,6,0,0,0,0,0,0,0,1.5,0,6,0
STN,2019,4,7,2019-07-24,Honk,11:22:00,10,Suisun Bay (Honker),2,1.5,2168,1.09,4700,2.49,22,22,36,36.9,1,18763,N,5.7,910.9,0,0,0,0,93,0,0,14,1018,0,0,0,14,0,0,0,0,14,0,0,0,38.6,0,254.5,0,0,3.5,296.6,1.8,0,7,8.8,0,1.8,0,0,1.8,0,0,1.8,0,1.8,0,0,0,0,0,0,0,21.1,1.8,1.8,0
STN,2019,5,8,2019-08-05,704,07:09:00,10,Lower Sacramento River,4,7.9,2026,1.01,2096,1.05,21.9,21.1,51,17.1,1,10711,N,3.3,3543.4,0,0,0,0,199.8,0,0,0,3743.2,7.7,0,0,814.7,0,0,0,0,822.4,107.6,0,0,15.4,0,138.4,0,0,0,153.7,7.7,0,0,7.7,0,7.7,0,7.7,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0
STN,2019,5,8,2019-08-05,706,08:13:00,10,Lower Sacramento River,4,6.7,561,0.26,881,0.41,22,21.8,57,22.7,1,11448,N,3.5,3689.9,0,0,0,0,261.8,0,0,5,3956.7,0,0,0,281.9,0,0,0,25.2,307.1,120.8,0,5,171.2,0,80.5,0,0,0,256.7,0,0,30.2,30.2,0,0,10.1,0,10.1,0,0,0,10.1,10.1,0,0,0,0,0,0,0,0,0,25.2,0
STN,2019,5,8,2019-08-05,707,09:14:00,10,Lower Sacramento River,2,9.1,164,0.07,159,0.07,22.4,22.1,93,10.3,1,12209,N,3.7,3050.6,0,0,0,0,1090.2,0,0,0,4140.8,0,0,0,0,0,0,0,44,44,0,0,0,2439.5,0,14.7,0,0,0,2454.2,0,0,44,44,0,0,9.8,0,9.8,9.8,0,4.9,4.9,19.6,0,0,0,0,0,0,0,0,0,9.8,0
STN,2019,5,8,2019-08-06,411,12:57:00,10,Suisun Bay,2,4,15645,9.11,15705,9.15,22.3,22.6,20,50.7,1,10399,N,3.2,545.3,0,0,0,0,0,5.7,0,40.2,591.2,0,0,0,45.9,11.5,0,0,0,57.4,11.5,0,0,5.7,0,1423.5,0,0,241.1,1670.3,0,0,0,0,0,218.1,0,0,218.1,0,0,0,0,0,0,0,0,0,0,0,0,2910.1,0,0,0
STN,2019,5,8,2019-08-06,418,11:57:00,10,Suisun Bay (Mothball),2,9.1,16225,9.48,18670,11.04,21.9,21.7,25,37.1,1,12881,N,3.9,933.6,0,0,0,0,9.1,0,0,54.4,997.1,0,0,0,117.8,27.2,0,0,0,145,9.1,0,0,4.5,0,2528.9,0,0,349,2882.4,4.5,0,0,4.5,0,194.9,4.5,0,199.4,0,0,0,0,0,0,0,0,0,4.5,0,4.5,639,0,4.5,0
STN,2019,5,8,2019-08-06,606,09:47:00,10,Suisun Bay (Mont. Sl.),2,7.6,11602,6.59,11560,6.57,23.5,23.3,32,19.3,1,12626,N,3.8,2094.6,0,0,0,0,293.4,0,0,9,2397,0,0,0,36.1,4.5,0,0,0,40.6,4.5,0,0,40.6,0,6337.9,0,0,379.2,6757.7,4.5,0,0,4.5,0,72.2,13.5,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,221.2,9,4.5,0
STN,2019,5,8,2019-08-06,609,08:27:00,10,Suisun Bay (Mont. Sl.),1,9.8,5661,3.04,5757,3.1,22.6,22.4,26,33.4,1,12231,N,3.7,1191.9,0,0,0,0,2895.4,0,5.1,0,4092.5,5.1,0,0,30.7,0,0,0,0,35.8,15.4,0,0,358.1,0,102.3,0,0,0,460.4,0,0,5.1,5.1,0,5.1,15.4,0,20.5,5.1,0,0,5.1,10.2,0,0,0,0,0,0,0,15.4,0,51.2,0
STN,2019,5,8,2019-08-06,610,07:05:00,10,Suisun Bay (Mont. Sl.),4,5.2,1050,0.5,4215,2.22,22.7,22.5,33,28.8,1,12610,N,3.8,329.1,0,0,0,0,1435,0,0,0,1764.1,0,0,0,27.4,0,0,0,0,27.4,109.7,0,0,123.4,0,91.4,0,0,0,214.8,0,0,0,0,0,0,4.6,0,4.6,18.3,0,0,0,18.3,0,0,0,0,0,0,0,36.6,4.6,237.7,0
STN,2019,5,8,2019-08-06,Mont,08:05:00,10,Suisun Bay (Mont. Sl.),4,3.7,5428,2.91,5269,2.82,22.5,22.2,32,35.1,1,32966,N,10,865.9,0,0,1.8,0,2272,0,1.8,0,3141.5,3.5,0,0,10.6,0,0,0,0,14.2,1.8,7.1,0,515.3,0,53.1,0,0,1.8,577.3,0,0,8.9,8.9,0,8.9,12.4,0,21.3,0,0,5.3,0,5.3,0,0,1.8,0,0,0,1.8,17.7,12.4,46,0
STN,2019,5,8,2019-08-07,405,09:38:00,10,Suisun Bay (Carquinez St.),2,4.3,21960,13.18,26703,16.33,20.9,20.8,50,13.9,1,12937,N,3.9,125.2,0,0,0,6.1,0,3.1,0,55,189.4,0,0,0,0,30.6,0,0,0,30.6,6.1,0,0,30.6,0,583.4,0,0,207.7,821.7,0,0,0,0,0,103.9,0,0,103.9,0,0,0,0,0,0,0,0,0,0,0,0,1618.9,0,0,0
STN,2019,5,8,2019-08-07,501,10:49:00,10,Suisun Bay,1,10.1,13110,7.52,14250,8.24,21.8,21.4,47,17,1,12170,N,3.7,1172.2,0,0,0,0,5.1,0,0,46.3,1223.6,0,0,0,92.5,20.6,0,0,0,113.1,10.3,0,0,5.1,0,3789.1,0,0,282.8,4077,0,0,0,0,0,421.6,0,0,421.6,0,0,0,0,0,0,0,0,0,0,0,0,771.2,0,0,0
STN,2019,5,8,2019-08-07,504,11:33:00,10,Suisun Bay,2,6.7,11648,6.62,12365,7.06,22.6,22.2,83,11.1,2,11281,N,3.4,2158.7,0,0,0,0,21.9,0,0,4.4,2185,0,0,0,74.4,0,0,0,0,74.4,8.8,0,0,0,0,1042.1,0,0,13.1,1055.3,4.4,0,0,4.4,0,13.1,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,634.9,0,0,0
STN,2019,5,8,2019-08-07,508,12:39:00,10,Suisun Bay,2,16.8,5905,3.18,6490,3.52,23,23,52,11.1,2,12387,N,3.8,4217.7,0,0,0,0,40.4,0,0,10.1,4268.3,0,0,0,10.1,0,0,0,0,10.1,0,0,0,5.1,0,687,0,0,10.1,702.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7,0,0,0
STN,2019,5,8,2019-08-07,513,08:09:00,10,Confluence,4,13.4,2845,1.45,3108,1.6,22.6,22.2,69,10.3,2,12740,N,3.9,2869.2,0,0,0,0,151.2,0,0,0,3020.4,0,0,0,11.6,0,0,0,0,11.6,0,0,0,58.2,0,193.9,0,0,0,252,0,0,3.9,3.9,0,0,0,0,0,0,0,3.9,3.9,7.8,0,0,0,0,0,0,0,7.8,0,3.9,0
STN,2019,5,8,2019-08-07,519,09:12:00,10,Suisun Bay (Honker),4,2.4,8980,5,8920,4.96,22.2,21.9,40,31.5,2,11650,N,3.5,701.9,0,0,0,0,35.9,0,0,10.3,748,0,0,0,76.9,0,0,0,0,76.9,0,0,0,5.1,0,717.3,0,0,20.5,742.9,0,0,0,0,0,30.7,0,0,30.7,25.6,0,5.1,0,30.7,0,0,0,0,0,0,0,138.3,5.1,5.1,0
STN,2019,5,8,2019-08-07,520,13:36:00,10,Confluence,2,11.9,2650,1.35,2844,1.45,23.3,23.4,66,13,2,12096,N,3.7,3486.4,0,0,0,0,434.5,0,0,5.2,3926.1,0,0,0,25.9,0,0,0,0,25.9,5.2,0,0,72.4,0,481.1,0,0,5.2,558.7,0,0,0,0,0,0,5.2,0,5.2,0,0,15.5,0,15.5,0,0,0,0,0,0,0,103.5,10.4,5.2,0
STN,2019,5,8,2019-08-07,801,07:18:00,10,Confluence,4,6.7,1390,0.67,1472,0.72,23.1,22.1,108,8.5,2,10648,N,3.2,2236,0,0,0,0,881.4,0,0,0,3117.4,0,0,0,0,0,0,0,27.8,27.8,0,0,0,468.5,0,55.7,0,0,0,524.2,0,0,4.6,4.6,0,0,4.6,0,4.6,4.6,0,9.3,13.9,27.8,0,0,0,0,0,0,0,9.3,0,9.3,0
STN,2019,5,8,2019-08-07,Honk,10:13:00,10,Suisun Bay (Honker),4,1.5,8470,4.69,8332,4.61,21.6,21.3,19,39.1,2,24867,N,7.6,419.8,0,0,0,0,42.4,2.7,0,10.6,475.4,0,0,0,10.6,0,0,0,0,10.6,0,0,0,4,0,356.2,0,0,6.6,366.8,1.3,0,0,1.3,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1.3,0,0
