station,date,time,kingdom,phylum,class,phyto_form,genus,taxon,organisms_per_ml,cells_per_ml,biovolume_per_ml_old,biovolume_per_ml_new
EZ2-SJR,2021-08-13,09:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,338.2126862458014,338.2126862458014,344768.3044111067,68953.66088222133
EZ2-SJR,2021-08-13,09:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,202.92761174748082,6493.683575919386,858794.3857229737,286264.7952409912
EZ2-SJR,2021-08-13,09:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Dolichospermum,Dolichospermum sp.,1285.2082077340451,6155.470889673586,8610396.864720494,453178.78235371027
EZ2-SJR,2021-08-13,09:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,21713.25445698045,43426.5089139609,2509183.6850486607,7816.771604512962
EZ2-SJR,2021-08-13,09:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Komvophoron,cf. Komvophoron sp.,67.64253724916027,541.1402979932822,2915.145216908013,2915.1452169080135
EZ2-SJR,2021-08-13,09:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Microcystis,cf. Microcystis sp.,3111.556713461373,3111.556713461373,7780856.075293607,169149.0451150784
EZ6,2021-08-17,13:20:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,114.99231332357246,114.99231332357246,39015.93977433381,39015.93977433381
EZ6,2021-08-17,13:20:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,229.98462664714492,229.98462664714492,39085.30144504374,19542.650722521874
EZ6,2021-08-17,13:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Hemiselmis,Hemiselmis sp.,114.99231332357246,114.99231332357246,20958.78483284954,20958.78483284954
EZ6,2021-08-17,13:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,229.98462664714492,229.98462664714492,101111.97547739577,50555.987738697884
EZ6,2021-08-17,13:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,229.98462664714492,229.98462664714492,35648.04531875181,17824.022659375907
EZ6,2021-08-17,13:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,44502.02525622254,88889.05819912151,6192011.794150804,16000.03047584187
EZ6,2021-08-17,13:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,574.9615666178623,804.9461932650072,279541.0801623154,55908.21603246308
D10,2021-08-18,13:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,76.66154221571499,76.66154221571499,7752.611736640776,7752.611736640775
D10,2021-08-18,13:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,76.66154221571499,76.66154221571499,159523.11221420925,159523.11221420922
D10,2021-08-18,13:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,229.98462664714495,229.98462664714495,39991.338268692154,13330.446089564053
D10,2021-08-18,13:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Coccomyxa,Coccomyxa sp.,76.66154221571499,76.66154221571499,2673.3143919450954,2673.314391945095
D10,2021-08-18,13:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,153.32308443142998,153.32308443142998,4564.503694895443,2282.2518474477215
D10,2021-08-18,13:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Monoraphidium,Monoraphidium contortum,76.66154221571499,76.66154221571499,948.3040917372804,948.3040917372803
D10,2021-08-18,13:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,cf. Plagioselmis sp.,76.66154221571499,76.66154221571499,12199.224675242785,12199.224675242785
D10,2021-08-18,13:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,30817.939970717423,61635.87994143485,4459972.272562225,11094.458389458272
MD10A,2021-08-16,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,91.99385065885798,91.99385065885798,8533.219539088745,4266.609769544372
MD10A,2021-08-16,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,183.98770131771596,183.98770131771596,952422.4409356822,238105.61023392057
MD10A,2021-08-16,12:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714495,229.98462664714495,114706.86293654142,22941.372587308284
MD10A,2021-08-16,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,45.99692532942899,45.99692532942899,67124.75682953165,67124.75682953165
MD10A,2021-08-16,12:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,cf. Chlorella sp.,45.99692532942899,45.99692532942899,1219.9224675242785,1219.9224675242783
MD10A,2021-08-16,12:00:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,505.96617862371886,505.96617862371886,2053522.3937233218,186683.85397484747
MD10A,2021-08-16,12:00:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,321.9784773060029,321.9784773060029,234193.17849543874,33456.168356491246
MD10A,2021-08-16,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,137.99077598828697,2805.8124450951686,470626.3054443663,156875.43514812208
MD10A,2021-08-16,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,17340.84084919473,34681.68169838946,2353498.9200527086,6242.702705710103
D41,2021-08-20,11:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,143.74039165446558,143.74039165446558,21938.37727626281,21938.37727626281
D41,2021-08-20,11:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Coccomyxa,Coccomyxa sp.,143.74039165446558,143.74039165446558,5080.200491449716,5080.200491449716
D41,2021-08-20,11:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,143.74039165446558,143.74039165446558,2664.2829244047402,2664.2829244047402
D41,2021-08-20,11:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,58933.56057833089,117867.12115666179,8698593.54136164,21216.08180819912
NZ032,2021-08-19,14:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Coscinodiscus,Coscinodiscus sp.,82.13736665969462,82.13736665969462,3902884.1870820043,3902884.1870820047
NZ032,2021-08-19,14:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,164.27473331938924,164.27473331938924,70651.88035854894,35325.940179274476
NZ032,2021-08-19,14:30:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Monoraphidium,Monoraphidium contortum,82.13736665969462,82.13736665969462,2236.36339094506,2236.3633909450605
NZ032,2021-08-19,14:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,82.13736665969462,82.13736665969462,16101.81641480443,16101.816414804432
NZ032,2021-08-19,14:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,82.13736665969462,82.13736665969462,6271.451060022547,6271.451060022548
NZ032,2021-08-19,14:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,32526.397197239072,65052.794394478144,4636963.184438402,11709.502991006066
NZ032,2021-08-19,14:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Microcystis,cf. Microcystis sp.,82.13736665969462,82.13736665969462,2178.4329777219255,2178.432977721926
NZ032,2021-08-19,14:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,82.13736665969462,985.6483999163355,5016.33511384292,5016.335113842921
EZ6-SJR,2021-08-13,08:30:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,135.28507449832054,135.28507449832054,78218.88405303261,39109.44202651631
EZ6-SJR,2021-08-13,08:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,202.92761174748082,202.92761174748082,136722.1807180295,45574.06023934317
EZ6-SJR,2021-08-13,08:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,135.28507449832054,135.28507449832054,30526.360286400068,15263.180143200036
EZ6-SJR,2021-08-13,08:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,135.28507449832054,135.28507449832054,47016.7574894954,23508.378744747704
EZ6-SJR,2021-08-13,08:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26312.946989923348,52625.893979846696,3684865.0964688654,9472.660916372404
EZ6-SJR,2021-08-13,08:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,608.7828352424425,946.9955214882439,493528.6875925144,54836.52084361271
EZ6-SJR,2021-08-13,08:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena mucicola,67.64253724916027,338.2126862458014,1893.420606695612,1893.4206066956122
EZ6-SJR,2021-08-13,08:30:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Phacus,cf. Phacus sp.,67.64253724916027,67.64253724916027,172224.34835636872,172224.34835636872
EZ2,2021-08-17,14:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714495,229.98462664714495,100617.23168553512,33539.07722851171
EZ2,2021-08-17,14:15:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,76.66154221571499,76.66154221571499,5569.404983218948,5569.404983218948
EZ2,2021-08-17,14:15:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,153.32308443142998,153.32308443142998,9524.22440935682,4762.11220467841
EZ2,2021-08-17,14:15:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,76.66154221571499,76.66154221571499,2568.9507670343255,2568.9507670343255
EZ2,2021-08-17,14:15:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,306.64616886285995,306.64616886285995,276501.3089574385,69125.32723935963
EZ2,2021-08-17,14:15:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,306.64616886285995,306.64616886285995,139879.36926501902,34969.842316254755
EZ2,2021-08-17,14:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,28901.401415324548,57802.802830649096,3922498.2000878477,10404.504509516839
EZ2,2021-08-17,14:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,1686.5539287457295,2146.5231820400195,2909006.9546116563,132227.58884598437
EZ2,2021-08-17,14:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena cf. mucicola,383.3077110785749,1149.923133235725,35863.957602749906,7172.791520549981
P8,2021-08-16,13:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,122.65846754514396,122.65846754514396,47620.64036851529,23810.320184257642
P8,2021-08-16,13:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,183.98770131771593,183.98770131771593,56339.01703413803,18779.67234471268
P8,2021-08-16,13:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,61.32923377257198,61.32923377257198,3468.0835354963388,3468.0835354963388
P8,2021-08-16,13:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia cf. fonticola,61.32923377257198,61.32923377257198,9445.468616398242,9445.46861639824
P8,2021-08-16,13:30:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,490.63387018057585,490.63387018057585,112770.77319096598,14096.346648870747
P8,2021-08-16,13:30:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,183.98770131771593,183.98770131771593,8216.1066508117965,2738.7022169372653
P8,2021-08-16,13:30:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Lagerheimia,Lagerheimia genevensis,61.32923377257198,61.32923377257198,1003.4963933727832,1003.4963933727832
P8,2021-08-16,13:30:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,61.32923377257198,61.32923377257198,2763.629067348645,2763.629067348645
P8,2021-08-16,13:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,613.2923377257198,613.2923377257198,2726530.20708421,272653.020708421
P8,2021-08-16,13:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,183.98770131771593,183.98770131771593,146510.344984888,48836.781661629335
P8,2021-08-16,13:30:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,429.30463640800383,429.30463640800383,400787.195234386,57255.313604912284
P8,2021-08-16,13:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Dolichospermum,Dolichospermum sp.,245.31693509028793,490.63387018057585,180459.54316139998,45114.885790349996
P8,2021-08-16,13:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,20299.976378721327,40477.29428989751,2411637.1937920935,7285.912972181551
P8,2021-08-16,13:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis sp.,61.32923377257198,122.65846754514396,683.8546941845375,683.8546941845375
P8,2021-08-16,13:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,1103.9262079062958,1839.8770131771596,2040082.7993380444,113337.93329655803
P8,2021-08-16,13:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,367.97540263543186,858.6092728160077,32134.106012063912,5355.684335343985
NZ325,2021-08-20,12:20:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,302.61135085150653,302.61135085150653,369190.94448681653,73838.18889736329
NZ325,2021-08-20,12:20:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gomphonema,Gomphonema sp.,60.5222701703013,60.5222701703013,7249.261092076072,7249.261092076073
NZ325,2021-08-20,12:20:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,60.5222701703013,60.5222701703013,248601.27695152958,248601.27695152955
NZ325,2021-08-20,12:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,60.5222701703013,60.5222701703013,20419.054825829986,20419.054825829986
NZ325,2021-08-20,12:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,24148.385797950217,48296.771595900434,3468674.136017569,8693.418887262078
NZS42,2021-08-19,13:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,80.6963602270684,80.6963602270684,129107.01505520102,129107.01505520103
NZS42,2021-08-19,13:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,80.6963602270684,80.6963602270684,26693.00406371604,26693.00406371604
NZS42,2021-08-19,13:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,32601.32953173563,65202.65906347126,4741537.36709563,11736.478631424829
NZ002,2021-08-20,12:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,88.45562563351729,88.45562563351729,121738.6246178074,121738.6246178074
NZ002,2021-08-20,12:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,88.45562563351729,88.45562563351729,7072.472758024807,7072.472758024806
NZ002,2021-08-20,12:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36532.17338664264,73064.34677328527,5431603.539126027,13151.58241919135
NZ004,2021-08-20,12:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,191.65385553928743,191.65385553928743,70994.56004122298,23664.853347074324
NZ004,2021-08-20,12:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,63.884618513095816,63.884618513095816,265522.61777208396,265522.61777208396
NZ004,2021-08-20,12:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,63.884618513095816,63.884618513095816,30498.06168810695,30498.061688106947
NZ004,2021-08-20,12:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,25362.193549699037,50724.387099398074,3624764.702122986,9130.389677891653
D12,2021-09-13,08:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,87.61319110367425,87.61319110367425,153627.84328073662,76813.92164036831
D12,2021-09-13,08:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,131.4197866555114,131.4197866555114,14604.94373060029,4868.314576866764
D12,2021-09-13,08:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,87.61319110367425,87.61319110367425,59911.555942786814,29955.777971393407
D12,2021-09-13,08:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,17522.63822073485,35045.2764414697,2523259.9037858183,6308.149759464546
D12,2021-09-13,08:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,131.4197866555114,306.6461688628599,38296.79411898714,12765.59803966238
D4,2021-09-14,10:40:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,57.49615666178623,57.49615666178623,17780.701720074005,17780.701720074005
D4,2021-09-14,10:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,57.49615666178623,57.49615666178623,1121.1750549048315,1121.1750549048315
D4,2021-09-14,10:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,57.49615666178623,57.49615666178623,1264.405455649707,1264.405455649707
D4,2021-09-14,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,57.49615666178623,57.49615666178623,12364.079062746063,12364.079062746065
D4,2021-09-14,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,344.9769399707174,344.9769399707174,26995.778995524473,4499.296499254078
D4,2021-09-14,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Lagerheimia,cf. Lagerheimia sp.,57.49615666178623,57.49615666178623,541.888052421303,541.888052421303
D4,2021-09-14,10:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,114.99231332357246,114.99231332357246,66140.44728720015,33070.223643600075
D4,2021-09-14,10:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,57.49615666178623,57.49615666178623,11560.278451654463,11560.278451654463
D4,2021-09-14,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22193.516471449486,44617.017569546115,3099990.380732064,8031.063162518301
D16,2021-09-13,10:25:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,29.675435696405795,29.675435696405795,3356.2098730609728,3356.2098730609728
D16,2021-09-13,10:25:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Entomoneis,Entomoneis cf. paludosa,29.675435696405795,29.675435696405795,35184.266835922535,35184.266835922535
D16,2021-09-13,10:25:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,29.675435696405795,29.675435696405795,3074.375138147641,3074.3751381476404
D16,2021-09-13,10:25:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Desmodesmus,Desmodesmus sp.,29.675435696405795,29.675435696405795,839.0524682652432,839.0524682652432
D16,2021-09-13,10:25:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,89.02630708921738,89.02630708921738,3296.217621580008,1098.739207193336
D16,2021-09-13,10:25:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,29.675435696405795,29.675435696405795,8665.547436139374,8665.547436139374
D16,2021-09-13,10:25:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,89.02630708921738,89.02630708921738,55936.831217682884,18645.6104058943
D16,2021-09-13,10:25:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,267.07892126765216,267.07892126765216,201108.29085615484,22345.365650683867
D16,2021-09-13,10:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,11514.06905020545,23087.48897180371,1612430.2297907711,4155.748014924668
D16,2021-09-13,10:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,207.72804987484056,237.40348557124636,102369.74620334273,14624.24945762039
D22,2021-09-14,11:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,67.64253724916027,67.64253724916027,11636.780294349237,11636.780294349239
D22,2021-09-14,11:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,338.2126862458014,338.2126862458014,20010.013229851356,4002.0026459702704
D22,2021-09-14,11:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,135.28507449832054,135.28507449832054,19992.481557567127,9996.240778783564
D22,2021-09-14,11:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,811.7104469899233,811.7104469899233,4771593.333049716,397632.77775414306
D22,2021-09-14,11:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26718.80221341831,53572.88950133494,3809032.4435449135,9643.120110240288
D22,2021-09-14,11:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Merismopedia,Merismopedia cf. tenuissima,135.28507449832054,1082.2805959865643,2164.5611919731286,1082.2805959865643
D22,2021-09-14,11:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,202.92761174748082,1149.9231332357247,115602.78451654465,38534.261505514885
D22,2021-09-14,11:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena mucicola,67.64253724916027,338.2126862458014,2109.6445648676413,2109.6445648676413
D19,2021-09-13,11:45:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira cf. granulata,328.5494666387785,328.5494666387785,4244411.7125398265,848882.3425079653
D19,2021-09-13,11:45:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,197.12967998326707,197.12967998326707,179844.90334073873,59948.30111357959
D19,2021-09-13,11:45:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,131.4197866555114,131.4197866555114,6702.40911943108,3351.20455971554
D19,2021-09-13,11:45:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,262.8395733110228,262.8395733110228,10738.672947411877,2684.6682368529687
D19,2021-09-13,11:45:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,262.8395733110228,262.8395733110228,387062.89458664495,96765.72364666124
D19,2021-09-13,11:45:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,65.7098933277557,65.7098933277557,22764.40743190327,22764.40743190327
D19,2021-09-13,11:45:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,328.5494666387785,328.5494666387785,210796.17267141835,42159.23453428366
D19,2021-09-13,11:45:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26809.63647772432,53553.563062120884,3932973.671282158,9639.6413511817591
D19,2021-09-13,11:45:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Merismopedia,Merismopedia cf. tenuissima,65.7098933277557,525.6791466220456,525.6791466220456,525.6791466220456
D19,2021-09-13,11:45:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,459.9692532942898,591.3890399498013,225041.77306614773,32148.82472373539
NZ068,2021-09-14,13:10:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,114.99231332357247,114.99231332357247,4548.201895985102,1516.0672986617008
NZ068,2021-09-14,13:10:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,cf. Cryptomonas sp.,114.99231332357247,114.99231332357247,285026.07102892397,95008.69034297465
NZ068,2021-09-14,13:10:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis spp.,229.98462664714495,229.98462664714495,759704.2901964651,126617.38169941088
NZ068,2021-09-14,13:10:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,15140.654587603709,30357.970717423133,2158451.7180087846,5464.434729136164
NZ068,2021-09-14,13:10:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,76.66154221571499,76.66154221571499,13356.536995791748,6678.268497895874
C9,2021-09-09,08:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,38.330771107857494,38.330771107857494,20830.176735074892,20830.176735074892
C9,2021-09-09,08:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,76.66154221571499,76.66154221571499,15958.173273792096,7979.086636896047
C9,2021-09-09,08:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,38.330771107857494,38.330771107857494,3524.600452371094,3524.6004523710935
C9,2021-09-09,08:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,229.98462664714495,229.98462664714495,18192.80758394041,3032.1345973234015
C9,2021-09-09,08:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Lagerheimia,Lagerheimia sp.,153.32308443142998,153.32308443142998,6550.824455937531,1637.7061139843825
C9,2021-09-09,08:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Monoraphidium,Monoraphidium convolutum,38.330771107857494,38.330771107857494,203.20801965798864,203.20801965798861
